SMILES_before,SMILES_before_synth,SMILES_after,SMILES_after_synth,syn_before,syn_after,syn_changed,obj_before,obj_before_synth,obj_after,obj_after_synth,obj_changed,obj_changed_synth,property,method
CCCCCCCCCCCCOc1ccc(CNC(=O)CC(O)CCCCCCC(=O)Nc2ccccc2OC)cc1F,CCCCCCCCCCCCOc1ccc(CNC(=O)CC(O)CCCCCCC(=O)Nc2ccccc2OC)cc1F,COc1cc(C(=CCCCCCCCCCOc2ccc(OC)c(OC)c2)NC(=O)CCCCC(=O)O)ccc1F,CCCCCCCCCCCCC(=O)Oc1cc(C(O)CCCCCCC(=O)NCc2ccc(F)c(O)c2)ccc1OC,1,0,-1,0.8619134012042713,0.8619134012042713,0.8542006254364665,0.8507331335123524,-0.007712775767804825,-0.011180267691918933,Ranolazine MPO,smiles_lstm
Cc1cccc(CCCCCCCCC(O)COc2cccc(C)c2OO)c1NC(=O)OC=CF,,COc1cccc([N+](=O)[O-])c1OCCCCCCCCC(=O)C=Cc1ccc(OC2CCCCO2)cc1C,COc1cccc([N+](=O)[O-])c1OCCCCCCCCC(=O)C=Cc1ccc(OC2CCCCO2)cc1C,0,1,1,0.9102610339244503,,0.7678158929828639,0.7678158929828639,-0.14244514094158645,,Ranolazine MPO,graph_ga
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CC(Sc2ccccc2)CC1C(=O)O,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)O,CCOC(=O)c1sc2nc(NC(=O)C3CCCCC3)sc2c1C,CCOC(=O)c1sc2nc(NC(=O)C3CCCCC3)sc2c1C,0,1,1,0.607332247634187,0.6036611463901059,0.4977011372483979,0.4977011372483979,-0.10963111038578915,-0.10596000914170806,Perindopril MPO,best_from_chembl
CC(NC(Cc1nbcnn1)C(=O)OCC(=O)N1C(C(=O)O)CC2CCCCC21)c1bpcnc1,,CCOC(=O)c1sc2nc(NC(=O)C3CCCCC3)sc2c1C,CCOC(=O)c1sc2nc(NC(=O)C3CCCCC3)sc2c1C,0,1,1,0.6610406870351978,,0.4977011372483979,0.4977011372483979,-0.16333954978679993,,Perindopril MPO,smiles_ga
CCOC(=O)C(Cc1c(C)[nH]c2ccccc12)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21,CCOC(=O)C(Cc1c(C)[nH]c2ccccc12)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21,CCOC(=O)C(Cc1cc2ccc(C)cc2o1)NC(C)C(=O)C1CCCCC1C(=O)O,CCOC(=O)C(Cc1cc2ccccc2n1C)NC(=O)C(CC1CCCCC1)NC(C)C(=O)O,1,0,-1,0.7921180343813394,0.7921180343813394,0.6338656910463875,0.6191391873668903,-0.15825234333495197,-0.1729788470144491,Perindopril MPO,smiles_lstm
CCOC(=O)C(CCc1n[nH][nH]1)NC(C)C(=O)N1C(C(=O)c2n[nH][nH]2)CC2CCCCC21,,CCOC(=O)C(NC(C)C(=O)N1C(C(=O)OCc2ccccc2)C1C1CCCC1)c1ccccc1,CCCC(NC(=O)C(=O)c1c[nH]c2ccccc12)C(=O)OCC,0,0,0,0.7849596270902193,,0.6066300355241241,0.5345224838248488,-0.17832959156609518,,Perindopril MPO,graph_ga
CCOC(O)=C1C(COCCN2CC(=O)NC2=O)=NC(C)=C(C(=O)OC)C1c1ccccc1Cl,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc2c1OCO2,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1csc2ccccc12,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1csc2ccccc12,0,1,1,0.7164316689560741,0.7,0.6897304947150052,0.6897304947150052,-0.02670117424106888,-0.010269505284994707,Amlodipine MPO,best_from_chembl
C=C1NC(=O)PN1CCOCC1NC(C)=C(C(=O)OC)C(c2ccccc2Cl)C1=C(N)OCC,,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCc2ccccc2)C1c1[pH]c(CN)nc1Cl,COC(=O)C1=C(C)NC(C)=C(C(=O)OCc2ccccc2)C1c1[nH]ccc1Cl,0,0,0,0.7258000511750563,,0.6941312425025845,0.6900655593423543,-0.03166880867247179,,Amlodipine MPO,smiles_ga
CCOC(=O)C1=C(COCCN2CC2)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,CCOC(=O)C1=C(COCCN2CC2)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,CCOC(=O)C1=C(C)NC(COCCN)=C(C(=O)OC)C1c1ccc2ccccc2c1Cl,CCOC(=O)C1=C(C)NC(COCCN)=C(C(=O)OC)C1c1ccc2ccccc2c1Cl,1,1,0,0.9045340337332908,0.9045340337332908,0.8751899489873673,0.8751899489873673,-0.029344084745923427,-0.029344084745923427,Amlodipine MPO,smiles_lstm
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1-c1[nH][nH]c1Cl,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1-c1c[nH]cc1Cl,CCOC(=O)C1=C(COCc2ccccc2)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,CCOC(=O)C1=C(COCc2ccccc2)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,0,1,1,0.8859719163490114,0.8825799501580878,0.8390957231764807,0.8390957231764807,-0.04687619317253067,-0.04348422698160703,Amlodipine MPO,graph_ga
COc1ccc(C2=Nc3c(c(=O)n(C)c(=O)n3C)C(C(F)(F)F)(C(F)(F)F)N2)cc1,CC(=O)NCCNC(=O)c1cn(Cc2ccc(F)c(C(F)(F)F)c2)cn1,O=C(CC(=O)NN=Cc1ccc(F)cc1)NN=Cc1ccc(F)cc1,O=C(CC(=O)NN=Cc1ccc(F)cc1)NN=Cc1ccc(F)cc1,0,1,1,0.5983893424171501,0.5001341333023714,0.4390769242722196,0.4390769242722196,-0.15931241814493052,-0.06105720903015183,Sitagliptin MPO,best_from_chembl
COc1ccc(C2=Nc3c(c(=O)n(C)c(=O)n3C)C(C(F)(F)F)(C(F)(F)S)N2)cc1,CC(=O)NCCNC(=O)c1cn(Cc2ccc(F)c(C(F)(F)F)c2)cn1,Cc1cc(C)n(CC(=O)NNC(=O)c2cccc(C(F)(F)F)c2)n1,Cc1cc(C)n(CC(=O)NNC(=O)c2cccc(C(F)(F)F)c2)n1,0,1,1,0.6188983494185702,0.5001341333023714,0.4630399105360995,0.4630399105360995,-0.15585843888247075,-0.037094222766271945,Sitagliptin MPO,smiles_ga
COc1ccc(C2=Nc3c(c(=O)n(C)c(=O)n3C)C(C(F)(F)F)(C(F)(F)F)N2)cc1,CC(NC(=O)Cn1ccc(C(F)(F)F)n1)C(=O)NCc1ccc(F)cc1,O=C(CNC(=S)NN=Cc1cccc(F)c1)NN=Cc1ccc(F)cc1,O=C(CNC(=S)NN=Cc1cccc(F)c1)NN=Cc1ccc(F)cc1,0,1,1,0.5983893424171501,0.5164406027603166,0.5676443999998829,0.5676443999998829,-0.030744942417267218,0.05120379723956636,Sitagliptin MPO,smiles_lstm
OC(NN=CC1=CC=CC(F)C1F)(C1=CC(F)C(F)C(F)C1F)n1cncn1,,O=C(NC(=S)NNC(=S)NN=CC1=CC(F)C(F)=CC1F)c1ccccc1,O=C(NC(=S)NNC(=S)CNN=Cc1ccc(F)cc1F)c1ccccc1,0,0,0,0.8436766020050456,,0.6971950412882438,0.5863131996020539,-0.14648156071680174,,Sitagliptin MPO,graph_ga
CC(=O)N(C)c1cccc(-c2ccnc3c(C(=O)c4cccs4)cnn23)c1,CC(=O)N(C)c1cccc(-c2ccnc3c(C(=O)c4cccs4)cnn23)c1,CCOC(=O)c1cc2c(ccn2C)n1Cc1ccc(C#N)cc1,CCOC(=O)c1cnc(SC)nc1Nc1cccc2ccccc12,1,0,-1,0.5850564821770182,0.5850564821770182,0.492193104065761,0.4888902306186987,-0.09286337811125722,-0.09616625155831954,Zaleplon MPO,best_from_chembl
CC(=O)N(C)c1cccc(-c2ccnc3c(C(=O)c4cccs4)cnn23)c1,CC(=O)N(C)c1cccc(-c2ccnc3c(C(=O)c4cccs4)cnn23)c1,CCOC(=O)c1cc2c(ccn2C)n1Cc1ccc(C#N)cc1,CCOC(=O)c1cnc(SC)nc1Nc1cccc2ccccc12,1,0,-1,0.5850564821770182,0.5850564821770182,0.492193104065761,0.4888902306186987,-0.09286337811125722,-0.09616625155831954,Zaleplon MPO,smiles_ga
CCN(C(C)=O)c1cccc(-c2cnc3ccccc3n2)c1,CCN(C(C)=O)c1cccc(-c2cnc3ccccc3n2)c1,CC(=O)N(Cc1ncc(C)o1)c1cccc(-c2ccccc2)c1,CC(=O)N(Cc1ncc(C)o1)c1cccc(-c2ccccc2)c1,1,1,0,0.6121820518278556,0.6121820518278556,0.5783901334038819,0.5783901334038819,-0.033791918423973666,-0.033791918423973666,Zaleplon MPO,smiles_lstm
CCN(C(C)=O)c1cccc(-c2ccnc3c(C(C)=O)cnn23)c1,CCN(C(C)=O)c1cccc(-c2ccnc3c(C(C)=O)cnn23)c1,CCOC(=O)c1cc2c(ccn2C)n1Cc1ccc(C#N)cc1,CCOC(=O)c1cnc(C)nc1Nc1cccc2ccccc12,1,0,-1,0.7296496257573512,0.7296496257573512,0.492193104065761,0.4897979895890969,-0.23745652169159015,-0.23985163616825422,Zaleplon MPO,graph_ga
O=C1CCC(N2C(=O)c3ccc(-c4ccccc4)cc3C2=O)C(=O)N1,O=C1CCC(N2C(=O)c3ccc(-c4ccccc4)cc3C2=O)C(=O)N1,O=C1CCC(N2C(=O)c3ccc(-c4ccccc4)cc3C2=O)C(=O)N1,O=C1CCC(N2C(=O)c3ccc(-c4ccccc4)cc3C2=O)C(=O)N1,1,1,0,0.6033675445159313,0.6033675445159313,0.6033675445159313,0.6033675445159313,0.0,0.0,Valsartan SMARTS,best_from_chembl
O=C1COC(N2C(=O)c3cc(-c4ccccc4)ccc3C2O)C(=S)O1,O=C1CCC(N2C(=O)c3ccc(-c4ccccc4)cc3C2=O)C(=O)O1,O=C1CCC(N2C(=O)c3ccc(-c4ccccc4)cc3C2=O)C(=O)N1,O=C1CCC(N2C(=O)c3ccc(-c4ccccc4)cc3C2=O)C(=O)N1,0,1,1,0.9678896794742192,0.7999624363406679,0.6033675445159313,0.6033675445159313,-0.3645221349582879,-0.19659489182473655,Valsartan SMARTS,smiles_ga
CN(C)CCNCc1ccc(-c2ccc3c(c2)CN(C(=O)N(C)CCO)C3=O)cc1,CN(C)CCNCc1ccc(-c2ccc3c(c2)CN(C(=O)N(C)CCO)C3=O)cc1,CN(C)C(=O)c1ccc(-c2ccc(CN3CC(=O)N(C=O)C3=O)cc2)cc1,CN(C)C(=O)c1ccc(-c2ccc(CN3CC(=O)N(C=O)C3=O)cc2)cc1,1,1,0,0.9953005188642902,0.9953005188642902,0.9816958221151864,0.9816958221151864,-0.013604696749103806,-0.013604696749103806,Valsartan SMARTS,smiles_lstm
CN1C(=O)c2cc(-c3ccc(F)cc3)ccc2C12C=C(OOCN)NC2,O=C1NC(C(=O)N2CC=CC2=O)CN1Cc1ccc(-c2ccccc2)cc1,O=C(CO)C(=O)C1C=CCC(=O)N1Cc1ccc(-c2ccccc2)cc1,O=C(CCO)C(=O)CC(=O)C1CCC(=O)N1Cc1ccc(-c2ccccc2)cc1,0,0,0,0.9860572882247852,0.6999167054986681,0.5964448198753354,0.2496690164075216,-0.38961246834944985,-0.45024768909114654,Valsartan SMARTS,graph_ga
CCCCOc1cc2c(Nc3cccc(-c4csc(C)n4)c3)ncnc2cc1OC,CCCCOc1cc2c(Nc3cccc(-c4csc(C)n4)c3)ncnc2cc1OC,COc1cc2ncnc(Nc3ccc(OCc4ccccc4)c(OCc4ccccc4)c3)c2cc1OC,COc1cc2ncnc(Nc3ccc(OCc4ccccc4)c(OCc4ccccc4)c3)c2cc1OC,1,1,0,0.9645068553737284,0.9645068553737284,0.8952566320645905,0.8952566320645905,-0.06925022330913788,-0.06925022330913788,Deco Hop,best_from_chembl
CCCCOc1cc2c(Nc3cccc(-c4csc(Cl)n4)c3)ncnc2cc1OC,CCCCOc1cc2c(Nc3cccc(-c4csc(Cl)n4)c3)ncnc2cc1OC,COc1cc2ncnc(Nc3ccc(OCc4ccccc4)c(OCc4ccccc4)c3)c2cc1OC,COc1cc2ncnc(Nc3ccc(OCc4ccccc4)c(OCc4ccccc4)c3)c2cc1OC,1,1,0,0.9645068553737284,0.9645068553737284,0.8952566320645905,0.8952566320645905,-0.06925022330913788,-0.06925022330913788,Deco Hop,smiles_ga
COc1cc2ncnc(Nc3ccc4ncoc4c3)c2cc1OC(C)(C)C,CCCOc1cc2ncnc(Nc3ccc4ncoc4c3)c2cc1OC(C)(C)C,C#CCOc1cc2ncnc(Nc3ccc4nnoc4c3)c2cc1C#N,COc1cc2ncnc(Nc3ccc4ncn(C)c4c3)c2cc1C#N,0,0,0,0.9992111012217816,0.9992111012217816,0.974028207774338,0.9711187505305152,-0.02518289344744362,-0.028092350691266366,Deco Hop,smiles_lstm
COc1cc2ncnc(Nc3cccc(-c4cscn4)c3)c2cc1CC(C)C,COc1cc2ncnc(Nc3cccc(-c4cscn4)c3)c2cc1CC(C)C,COc1ccc2ncnc(Nc3ncnc4cc([O-])c([N+](=O)[O-])cc34)c2c1,COc1ccc2ncnc(Nc3ncnc4cc([O-])c([N+](=O)[O-])cc34)c2c1,1,1,0,0.9928571428571428,0.9928571428571428,0.908259864142217,0.908259864142217,-0.08459727871492573,-0.08459727871492573,Deco Hop,graph_ga
CCN(CC)CCCOc1cc2ncc(C#N)c(Nc3ccc4nc(N)sc4c3)c2cc1C,CCN(CC)CCCOc1cc2ncc(C#N)c(Nc3ccc4nc(N)sc4c3)c2cc1C,COc1ccc(Nc2ncnc3ccc(Br)cc23)cc1OC,COc1ccc(Nc2ncnc3ccc(Br)cc23)cc1OC,1,1,0,0.8277288061813038,0.8277288061813038,0.5183006535947713,0.5183006535947713,-0.30942815258653256,-0.30942815258653256,Scaffold Hop,best_from_chembl
CCc1cnc2nc(OCCC[IH2](CC)CI)c(C)cc2c1Nc1ccc2nc(Br)sc2c1,,COc1ccc(Nc2ncnc3ccc(Br)cc23)cc1OC,COc1ccc(Nc2ncnc3ccc(Br)cc23)cc1OC,0,1,1,0.8850625459896984,,0.5183006535947713,0.5183006535947713,-0.36676189239492707,,Scaffold Hop,smiles_ga
CCCOc1cc2nc(CC)nc(Nc3ccc4ncsc4c3)c2c(OCC)c1CC(C)C,CCCCOc1cc2c(Nc3ccc4ncsc4c3)ncnc2c(OCCCCl)c1OCCCCl,COc1cc(Nc2ncnc3c([N+](=O)[O-])c(SC)c([N+](=O)[O-])cc23)ccc1N=[N+]=[N-],CCOc1cc(Nc2ncnc3cc(Cl)c([N+](=O)[O-])cc23)cc(C)c1N=O,0,0,0,1.0,1.0,0.6414488766620816,0.6314511232544019,-0.3585511233379184,-0.3685488767455981,Scaffold Hop,smiles_lstm
CCc1nc(Nc2ccc3nc(C)sc3c2)c2cc(CC(C)C)c(OCCCCl)cc2n1,CCCOc1cc2nc(C)nc(Nc3ccc4nc(OC)sc4c3)c2cc1CC(C)C,COc1ccc(Nc2ncnc3cc(Cl)c([N+](=O)[O-])cc23)cc1OC,COc1ccc(Nc2ncnc3cc(Cl)c([N+](=O)[O-])cc23)cc1OC,0,1,1,1.0,1.0,0.592156862745098,0.592156862745098,-0.40784313725490196,-0.40784313725490196,Scaffold Hop,graph_ga
