SMILES_before,SMILES_before_synth,SMILES_after,SMILES_after_synth,syn_before,syn_after,syn_changed,obj_before,obj_before_synth,obj_after,obj_after_synth,obj_changed,obj_changed_synth,property,method
Cc1noc(C)c1CCCCCCCC(=O)Nc1ccc(Oc2cc(-c3ccsc3)on2)cc1F,Cc1cc(NC(=O)NCCCCCCc2[nH]c3ccc(F)cc3c2C)ccc1C(=O)Nc1cccnc1,CCCCCCC(=O)Nc1ccc(Oc2cccc(NC(=O)OCCCCCC#N)c2C)cc1F,CCCCCCC(=O)Nc1ccc(Oc2cccc(NC(=O)OCCCCCC#N)c2C)cc1F,-1,1,2,0.7728811116507743,0.7687921076207463,0.8143326454836098,0.8143326454836098,0.04145153383283551,0.045540537862863495,Ranolazine MPO,smiles_lstm
Cc1cccc(OC=CO)c1NC(=O)CCCCCCC(C)CON(F)c1ccc(C)c(OO)c1C,,COC(=O)CCCCCCCCC(C(=O)OC)(C(=O)C(C)(CCCCCCC#N)SF)c1ccccc1,,0,0,0,0.9052688182198648,,0.7789994831247303,,-0.1262693350951345,,Ranolazine MPO,graph_ga
O=C(Nc1cn[nH]c1)C1CC2CCCCC2N1C(=O)c1ccccc1,O=C(Nc1cn[nH]c1)C1CC2CCCCC2N1C(=O)c1ccccc1,CCOC(=O)c1[nH]c2ccccc2c1NC(=O)C1CCCC1,CCOC(=O)c1[nH]c2ccccc2c1NC(=O)C1CCCC1,1,1,0,0.5345224838248488,0.5345224838248488,0.4789131426105757,0.4789131426105757,-0.05560934121427308,-0.05560934121427308,Perindopril MPO,best_from_chembl
CCC(=O)C1CC2CCCCC2N1Cc1[nH]c(=O)c2cpp(C)c2p1,O=C(Nc1cn[nH]c1)C1CC2CCCCC2N1C(=O)c1ccnnc1,CCOC(=O)c1[nH]c2ccccc2c1NC(=O)C1CCCC1,CCOC(=O)c1[nH]c2ccccc2c1NC(=O)C1CCCC1,0,1,1,0.5393598899705937,0.5345224838248488,0.4789131426105757,0.4789131426105757,-0.06044674736001798,-0.05560934121427308,Perindopril MPO,smiles_ga
CCOC(=O)C1CC2CCCCC2N1C(=O)C(C)NC(=O)c1c[nH]c2ncn(C)c12,CCOC(=O)C(C)NC(=O)C1CC2CCCCC2N1C(=O)c1cnn2ccn(C)c12,CCCC(NC(=O)C1CCCCC1n1cnc2onc(C)c2c1=O)C(=O)OCC,CCCC(NC(=O)C1CCCCC1n1nnc2ccccc21)C(=O)OCC,0,0,0,0.6900655593423543,0.6799001036500849,0.6382847385042254,0.6294651817966898,-0.05178082083812885,-0.050434921853395154,Perindopril MPO,smiles_lstm
CCCC(NC(C)C(=O)C1CC2CCCCC2N1C(=O)C(C)Nn1c(C)cc2ccsc21)C(=O)OCC,CCCC(NC(=O)C1CC2CCCCC2N1C(=O)C(C)c1n[nH]c2ccccc12)C(=O)OCC,CCCC(NC(C(=O)C(C)C(=O)OCC)n1nnc2ccccc21)C(=O)C1CCCCC1,,0,0,0,0.7722242389548244,0.7488308644489767,0.6324555320336759,,-0.1397687069211485,,Perindopril MPO,graph_ga
CCOC(=O)C1=C(C)Nc2cc[nH]c(=O)c2C1c1ccccc1Cl,CCOC(=O)C1=C(C)NC(C)=C2C(=O)Oc3ccccc3C12,CCOC(=O)C1=C(C)Nc2nnnn2C1c1ccccc1Cl,CCOC(=O)C1=C(C)Nc2nnnn2C1c1ccccc1Cl,0,1,1,0.7071067811865476,0.6727789971063072,0.6692657668420421,0.6692657668420421,-0.037841014344505486,-0.003513230264265088,Amlodipine MPO,best_from_chembl
CCOC(=O)C1=C(C)Nc2nc[nH]c(=O)c2C1c1ccccc1Cl,CCOC(=O)C1=C(C)Nc2nc[nH]c(=O)c2C1c1ccccc1Cl,CCOC(=O)C1=C(C)Nc2nnnn2C1c1ccccc1Cl,CCOC(=O)C1=C(C)Nc2nnnn2C1c1ccccc1Cl,1,1,0,0.7071067811865476,0.7071067811865476,0.6692657668420421,0.6692657668420421,-0.037841014344505486,-0.037841014344505486,Amlodipine MPO,smiles_ga
CCCOCC1=C(C(=O)OCC)C(c2ccccc2Cl)C(C(=O)OC)=C(C)Nc2n[nH]c(N)c21,CCOC(=O)C1=C(COC)NC(C)=C(C(=O)OC)C1c1c[nH]c2ccccc12,CCOC(=O)C1=C(C)Nc2c(N)[nH]c(C(=O)OC)c2C1c1ccccc1Cl,CCOC(=O)C1=C(C)Nc2n[nH]c(C(=O)OC)c2C1c1ccccc1Cl,0,0,0,0.8125233379769972,0.7839536550927825,0.7787059642274511,0.7759835936631706,-0.033817373749546076,-0.007970061429611874,Amlodipine MPO,smiles_lstm
CCOC(=O)C1=C(COCCCl)NC(C)=C(C(=O)OC)C1c1c[nH]c2ccccc12,CCOC(=O)C1=C(COCCCl)NC(C)=C(C(=O)OC)C1c1c[nH]c2ccccc12,CCOC(=O)C1=C(C)NC2=C(CC(C(=O)OC)=N2)C1c1ccccc1Cl,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1-c1ccccc1Cl,1,0,-1,0.8335087534664907,0.8335087534664907,0.7759835936631706,0.7439072914365251,-0.05752515980332007,-0.08960146202996555,Amlodipine MPO,graph_ga
CN(CCC(F)(F)F)C(=O)CCNC(=O)c1n[nH]c2ccccc12,O=C(Cc1ccc[nH]1)NCCNC(=O)c1ccc(C(F)(F)F)cc1,COc1ncccc1CNC(=O)c1cccnc1OCC(F)F,COc1ncccc1CNC(=O)c1cccnc1OCC(F)F,-1,1,2,0.5264215557069433,0.4965845433957454,0.3828519720952446,0.3828519720952446,-0.1435695836116987,-0.11373257130050085,Sitagliptin MPO,best_from_chembl
CN(CCC(F)(F)F)C(=O)CCNC(=O)c1n[nH]c2ccccc12,CN(CCC(F)(F)F)C(=O)CCNC(=O)c1n[nH]c2ccccc12,COc1ncccc1CNC(=O)c1cccnc1OCC(F)F,COc1ncccc1CNC(=O)c1cccnc1OCC(F)F,1,1,0,0.5264215557069433,0.5264215557069433,0.3828519720952446,0.3828519720952446,-0.1435695836116987,-0.1435695836116987,Sitagliptin MPO,smiles_ga
CN(CCOc1ccc(F)cc1)c1nc2c(cnn2CC(F)F)c(=O)[nH]1,COc1cccc(-c2nccn2CC(O)(c2nccn2C)C(F)(F)F)n1,O=C(NCCn1ccc(C(F)(F)F)n1)c1ccc(Cn2cncn2)cc1,O=C(NCCn1ccc(C(F)(F)F)n1)c1ccc(Cn2cncn2)cc1,0,1,1,0.6017165055711818,0.5736951633124443,0.5452876300484977,0.5452876300484977,-0.05642887552268416,-0.028407533263946627,Sitagliptin MPO,smiles_lstm
CC1=C(C(O)(n2cncn2)C2(F)N=CN=CC2C)C(F)C(F)C(F)C1F,,CCOC(=O)CN(Cc1ccc(F)cc1)C(=O)c1cn[nH]c1F,CCOC(=O)CN(Cc1ccc(F)cc1)C(=O)c1cn[nH]c1F,0,1,1,0.8214370607809334,,0.3977921114576808,0.3977921114576808,-0.4236449493232526,,Sitagliptin MPO,graph_ga
C#Cc1cccc(N(CC)C(=O)c2cnc3ccc(C)cn23)c1,C#Cc1cccc(N(CC)C(=O)c2cnc3ccc(C)cn23)c1,C=CCN(Cc1cccc(C#N)c1)C(=O)c1cccnc1OC,C=CCN(Cc1cccc(C#N)c1)C(=O)c1cccnc1OC,1,1,0,0.5925376935120508,0.5925376935120508,0.5145377253179583,0.5145377253179583,-0.0779999681940925,-0.0779999681940925,Zaleplon MPO,best_from_chembl
C#Cc1cccc(N(CC)C(=O)c2cnc3ccc(C)cn23)c1,C#Cc1cccc(N(CC)C(=O)c2cnc3ccc(C)cn23)c1,C=CCN(Cc1cccc(C#N)c1)C(=O)c1cccnc1OC,C=CCN(Cc1cccc(C#N)c1)C(=O)c1cccnc1OC,1,1,0,0.5925376935120508,0.5925376935120508,0.5145377253179583,0.5145377253179583,-0.0779999681940925,-0.0779999681940925,Zaleplon MPO,smiles_ga
C#Cc1cccc(N(CC)C(=O)c2cnn3c(=O)c(C)ccnc23)c1,CCN(C(=O)c1cc2cccnc2n(C)c1=O)c1cccc(C#N)c1,CCN(C(=O)C(C)Oc1ccccc1C#N)c1cccc(C#N)c1,CCN(C(=O)C(C)Oc1ccccc1C#N)c1cccc(C#N)c1,0,1,1,0.6398166741645539,0.608070203478018,0.624078267696069,0.624078267696069,-0.0157384064684849,0.01600806421805101,Zaleplon MPO,smiles_lstm
CC(=O)C(=O)c1cccc(-c2ccnc3c(C4(C)CC4)cnn23)c1,COC1(c2cnn3c(-c4cccc(C(C)=O)c4)ccnc23)CC1,CC(=O)c1c(C)cccc1NCC(=O)Nc1ccccc1C#N,CC(=O)c1c(C)cccc1NCC(=O)Nc1ccccc1C#N,0,1,1,0.6950870934032154,0.6604366964464315,0.5171298713220053,0.5171298713220053,-0.17795722208121012,-0.14330682512442627,Zaleplon MPO,graph_ga
Cn1cc(C(=O)N(CC(N)=O)Cc2ccc(-c3ccccc3)cc2)cn1,Cn1cc(C(=O)N(CC(N)=O)Cc2ccc(-c3ccccc3)cc2)cn1,Cn1cc(C(=O)N(CC(N)=O)Cc2ccc(-c3ccccc3)cc2)cn1,Cn1cc(C(=O)N(CC(N)=O)Cc2ccc(-c3ccccc3)cc2)cn1,1,1,0,0.8079077899312563,0.8079077899312563,0.8079077899312563,0.8079077899312563,0.0,0.0,Valsartan SMARTS,best_from_chembl
NC(=O)CN(Cc1ccc(-c2ccccc2)cc1)C(=O)S1=CN=BB=C1,Cn1cc(C(=O)N(CC(N)=O)Cc2ccc(-c3ccccc3)cc2)cn1,Cn1cc(C(=O)N(CC(N)=O)Cc2ccc(-c3ccccc3)cc2)cn1,Cn1cc(C(=O)N(CC(N)=O)Cc2ccc(-c3ccccc3)cc2)cn1,0,1,1,0.9830749460659872,0.8079077899312563,0.8079077899312563,0.8079077899312563,-0.17516715613473088,0.0,Valsartan SMARTS,smiles_ga
CN(Cc1ccc(-c2ccccc2)cc1)C(=O)CNC(=O)CCn1cncn1,CN(Cc1ccc(-c2ccccc2)cc1)C(=O)CNC(=O)CCn1cncn1,Cn1cc(C(=O)N(CC(N)=O)Cc2ccc(-c3ccccc3)cc2)cn1,Cn1cc(C(=O)N(CC(N)=O)Cc2ccc(-c3ccccc3)cc2)cn1,1,1,0,0.9258462033667132,0.9258462033667132,0.8079077899312563,0.8079077899312563,-0.11793841343545686,-0.11793841343545686,Valsartan SMARTS,smiles_lstm
CN1C=C(C(=O)N(CC(=O)CN)Cc2ccc(-c3ccccc3)cc2)C=CN1,CN1CC=C(C(=O)N(CC(=O)CN)Cc2ccc(-c3ccccc3)cc2)C=N1,CC(=O)CC(=O)C(=O)C(=O)C(=O)N(C)Cc1ccc(-c2ccccc2)cc1,CS(=O)(=O)CC(=O)CCC(=O)N(C=O)Cc1ccc(-c2ccccc2)cc1,0,0,0,0.9732045135369134,0.9646733037949564,0.5028404057868421,0.4388976774201181,-0.4703641077500713,-0.5257756263748383,Valsartan SMARTS,graph_ga
COc1cc2ncnc(Nc3ccc4c(c3)OCO4)c2cc1OC,COc1cc2ncnc(Nc3ccc4c(c3)OCO4)c2cc1OC,COc1ccc(OC)c(Nc2ncnc3cc(OC)c(OC)cc23)c1,COc1ccc(OC)c(Nc2ncnc3cc(OC)c(OC)cc23)c1,1,1,0,0.9122576404863622,0.9122576404863622,0.8653761629184675,0.8653761629184675,-0.046881477567894625,-0.046881477567894625,Deco Hop,best_from_chembl
FIc1cc2c(Nc3ccc4cnsc4c3)ncnc2cc1OI,,COc1ccc(OC)c(Nc2ncnc3cc(OC)c(OC)cc23)c1,COc1ccc(OC)c(Nc2ncnc3cc(OC)c(OC)cc23)c1,0,1,1,0.9637082903336772,,0.8653761629184675,0.8653761629184675,-0.09833212741520969,,Deco Hop,smiles_ga
COc1cc2ncnc(Nc3ccc4ncoc4c3)c2cc1C,COc1cc2ncnc(Nc3ccc4ncoc4c3)c2cc1C,COc1cc2ncnc(Nc3ccc4nnoc4c3)c2cc1Cl,COc1cc2ncnc(Nc3ccc4ncn(C)c4c3)c2cc1Cl,1,0,-1,0.9651865243848664,0.9651865243848664,0.9598383212934296,0.9571131482896188,-0.005348203091436798,-0.008073376095247609,Deco Hop,smiles_lstm
FCc1cc2c(Nc3ccc4cn[nH]c4c3)ncnc2cc1OCl,FCc1cc2c(Nc3ccc4cn[nH]c4c3)ncnc2cc1OCCCl,COc1cc2ncnc(Nc3ncnc4cc(OC)c(OC)cc34)c2cc1OC,COc1cc2ncnc(Nc3ncnc4cc(OC)c(OC)cc34)c2cc1OC,0,1,1,0.9383717404487568,0.9383717404487568,0.8923599025408979,0.8923599025408979,-0.0460118379078589,-0.0460118379078589,Deco Hop,graph_ga
COc1cc2nc(C)sc2cc1NC(=O)CCC1CCCOC1,COc1cc2nc(C)sc2cc1NC(=O)CCC1CCCOC1,COc1ccc(Nc2cc(-n3nc(C)cc3C)ncn2)cc1OC,COc1ccc(Nc2cc(-n3nc(C)cc3C)ncn2)cc1OC,1,1,0,0.7342910192514415,0.7342910192514415,0.5128518971848225,0.5128518971848225,-0.22143912206661898,-0.22143912206661898,Scaffold Hop,best_from_chembl
FCc1cc2nc(Cl)sc2cc1NC(=S)CCC1CCCOC1,Cc1nc2cc(CF)c(NC(=N)CCC3CCCOC3)cc2s1,COc1ccc(Nc2cc(-n3nc(C)cc3C)ncn2)cc1OC,COc1ccc(Nc2cc(-n3nc(C)cc3C)ncn2)cc1OC,0,1,1,0.7465919701213819,0.7409094743946681,0.5128518971848225,0.5128518971848225,-0.2337400729365594,-0.22805757720984565,Scaffold Hop,smiles_ga
COc1cc2nc(C)sc2cc1NC(=O)CCC1CCCOC1,COc1cc2nc(C)sc2cc1NC(=O)CCC1CCCOC1,COc1cc2nc(C)nc(Nc3ccc4nnn(C)c4c3)c2cc1C,CSc1nc2ccc(Nc3ncnc4cc(F)c(C)cc34)cc2o1,1,0,-1,0.7342910192514415,0.7342910192514415,0.6417864317725236,0.6330608537693007,-0.09250458747891788,-0.10123016548214081,Scaffold Hop,smiles_lstm
CCCCc1nc2c(CCCOCCCCl)c(Nc3ccc4nc(SCl)sc4c3)ccc2s1,CCCC=CCCOCCCc1c(Nc2ccc3nc(SCl)sc3c2)ccc2sc(CCCC)nc12,CCCCOCOc1ccc(Nc2nc(C)nc(OCOC)c2C(=O)OCOC)cc1OC,CCCCOCOc1ccc(Nc2nc(C)nc(OCOC)c2C(=O)OCOC)cc1OC,0,1,1,0.8796747967479673,0.8796747967479673,0.5381263616557734,0.5381263616557734,-0.3415484350921939,-0.3415484350921939,Scaffold Hop,graph_ga
