SMILES,tb_synthesizability,tb_depth,tb_plausibility,tb_price,property,len_smiles,dataset,type,method,rank,objective
CCOc1cc(C(=O)N(C)C)cc(OCC)c1OCC,1,1,0.912405252456665,2.0,CNS MPO,31,moses,wa,best_from_chembl,61,1.0
CCOC(=O)N1CCN(C(=O)c2cccs2)CC1,1,1,0.9873429536819458,2.0,CNS MPO,30,moses,wa,best_from_chembl,62,1.0
CCOC(=O)N1CCN(C(=O)N2CCOCC2)CC1,1,1,0.9624843001365662,25.0,CNS MPO,31,moses,wa,best_from_chembl,63,1.0
CCOC(=O)CSc1nc2ccccc2c(=O)n1-c1ccccc1,1,1,0.9999955892562866,46.0,CNS MPO,37,moses,wa,best_from_chembl,64,1.0
CCOC(=O)C1CCN(S(=O)(=O)N(C)C)CC1,1,1,0.9994340538978576,2.0,CNS MPO,32,moses,wa,best_from_chembl,65,1.0
CCOC(=O)C1CCN(C(=O)c2ccccc2OC(C)=O)CC1,1,1,0.9992456436157228,7.0,CNS MPO,38,moses,wa,best_from_chembl,66,1.0
CCOC(=O)C1CCN(C(=O)c2ccccc2Cl)CC1,1,1,0.959055244922638,2.0,CNS MPO,33,moses,wa,best_from_chembl,67,1.0
CCOC(=O)C1CCN(C(=O)c2ccccc2Br)CC1,1,1,0.9988753199577332,4.0,CNS MPO,33,moses,wa,best_from_chembl,68,1.0
CCOC(=O)C1CCN(C(=O)c2ccc3c(c2)OCO3)CC1,1,1,0.9984186887741088,26.0,CNS MPO,38,moses,wa,best_from_chembl,69,1.0
CCOC(=O)C1CCN(C(=O)c2ccc(OCC)cc2)CC1,1,1,0.8830217719078064,5.0,CNS MPO,36,moses,wa,best_from_chembl,70,1.0
CCOC(=O)C1CCN(C(=O)c2ccc(OC)cc2)CC1,1,0,1.0,43.0,CNS MPO,35,moses,wa,best_from_chembl,71,1.0
CCOC(=O)C1CCN(C(=O)c2ccc(OC)c(OC)c2)CC1,1,1,0.982462763786316,2.0,CNS MPO,39,moses,wa,best_from_chembl,72,1.0
CCOC(=O)C1CCN(C(=O)c2ccc(F)cc2)CC1,1,1,0.9929554462432858,49.0,CNS MPO,34,moses,wa,best_from_chembl,73,1.0
CCOC(=O)C1CCN(C(=O)c2ccc(Cl)cc2Cl)CC1,1,1,0.9988419413566588,2.0,CNS MPO,37,moses,wa,best_from_chembl,74,1.0
CCOC(=O)C1CCN(C(=O)c2ccc(Cl)cc2)CC1,1,0,1.0,43.0,CNS MPO,35,moses,wa,best_from_chembl,75,1.0
CCOC(=O)C1CCN(C(=O)N2CCOCC2)CC1,1,1,0.9967401623725892,2.0,CNS MPO,31,moses,wa,best_from_chembl,76,1.0
CCOC(=O)C1CCN(C(=O)Cc2cccs2)CC1,1,1,0.9999662637710572,3.0,CNS MPO,31,moses,wa,best_from_chembl,77,1.0
CCOC(=O)C1CCN(C(=O)Cc2ccc(Cl)cc2)CC1,1,1,0.9995131492614746,6.0,CNS MPO,36,moses,wa,best_from_chembl,78,1.0
CCOC(=O)C1CCN(C(=O)COc2ccccc2)CC1,1,1,0.9970415234565736,2.0,CNS MPO,33,moses,wa,best_from_chembl,79,1.0
CCOC(=O)C1CCN(C(=O)CCc2ccccc2)CC1,1,1,0.9997699856758118,4.0,CNS MPO,33,moses,wa,best_from_chembl,80,1.0
CCOC(=O)C1CCCN(S(=O)(=O)c2ccccc2)C1,1,1,0.9999068975448608,2.0,CNS MPO,35,moses,wa,best_from_chembl,81,1.0
CCOC(=O)C1CCCN(C(=O)c2ccccc2)C1,1,1,0.9992421865463256,2.0,CNS MPO,31,moses,wa,best_from_chembl,82,1.0
CCOC(=O)C1CCCN(C(=O)c2cccc(C)c2)C1,1,1,0.9987950325012208,2.0,CNS MPO,34,moses,wa,best_from_chembl,83,1.0
CCOC(=O)C1CCCN(C(=O)c2ccc(OCC)cc2)C1,1,1,0.9902672171592712,3.0,CNS MPO,36,moses,wa,best_from_chembl,84,1.0
CCOC(=O)C1CCCN(C(=O)c2ccc(F)cc2)C1,1,1,0.9996860027313232,2.0,CNS MPO,34,moses,wa,best_from_chembl,85,1.0
CCOC(=O)C1CCCN(C(=O)c2ccc(Cl)cc2)C1,1,1,0.9884916543960572,78.0,CNS MPO,35,moses,wa,best_from_chembl,86,1.0
CCOC(=O)C1CCCN(C(=O)CCc2ccccc2)C1,1,1,0.9957194924354552,4.0,CNS MPO,33,moses,wa,best_from_chembl,87,1.0
CCN(c1ccccc1)S(=O)(=O)c1ccc(OC)cc1,1,1,0.9988691210746764,3.0,CNS MPO,34,moses,wa,best_from_chembl,88,1.0
CCN(Cc1ccccc1)C(=O)c1cc(OC)c(OC)c(OC)c1,1,1,0.9936978220939636,3.0,CNS MPO,39,moses,wa,best_from_chembl,89,1.0
CCN(CC)C(=O)c1ccccc1C(=O)N(CC)CC,1,0,1.0,14.0,CNS MPO,32,moses,wa,best_from_chembl,90,1.0
CCN(CC)C(=O)c1cccc(C(=O)N(CC)CC)c1,1,0,1.0,16.0,CNS MPO,34,moses,wa,best_from_chembl,91,1.0
CCN(CC)C(=O)c1ccc(C(=O)N(CC)CC)cc1,1,0,1.0,18.0,CNS MPO,34,moses,wa,best_from_chembl,92,1.0
CCCN(CCC)C(=O)c1ccc(OC(C)=O)cc1,1,1,0.9998412132263184,43.0,CNS MPO,31,moses,wa,best_from_chembl,93,1.0
CC(C)N(Cc1ccccc1)S(=O)(=O)N(C)C,1,1,0.996708869934082,44.0,CNS MPO,31,moses,wa,best_from_chembl,94,1.0
CC(=O)c1ccc(N2CCN(C(=O)c3cccnc3)CC2)cc1,1,1,0.999998927116394,11.0,CNS MPO,39,moses,wa,best_from_chembl,95,1.0
CC(=O)Oc1ccccc1C(=O)n1cnc2ccccc21,1,1,0.9999412298202516,7.0,CNS MPO,33,moses,wa,best_from_chembl,96,1.0
CC(=O)Oc1cccc(OC(C)=O)c1OC(C)=O,1,1,0.9998818635940552,2.0,CNS MPO,31,moses,wa,best_from_chembl,97,1.0
CC(=O)Oc1cc(C)c(OC(C)=O)c2ccccc12,1,0,1.0,3.0,CNS MPO,33,moses,wa,best_from_chembl,98,1.0
C=CCn1c(SCC(=O)OC)nc2ccccc2c1=O,1,1,0.9989525079727172,86.0,CNS MPO,31,moses,wa,best_from_chembl,99,1.0
C=CCN(CC=C)S(=O)(=O)c1ccc(OC)cc1,1,1,0.9997535347938538,3.0,CNS MPO,32,moses,wa,best_from_chembl,100,1.0
O=S(=O)(c1ccccc1)N(Cc1ccccc1)c1ccccn1,1,1,0.9999673366546632,2.0,CNS MPO,37,moses,wa,smiles_ga,1,1.0
O=C1CCCN1S(=O)(=O)c1ccc(Cl)cc1,1,1,0.9364727139472958,85.0,CNS MPO,30,moses,wa,smiles_ga,2,1.0
O=C(c1ccccn1)N1CCN(C(=O)c2ccccn2)CC1,1,2,0.9901989696419022,21.0,CNS MPO,36,moses,wa,smiles_ga,3,1.0
O=C(c1cccc(C(=O)N2CCCC2)c1)N1CCCC1,1,1,0.9999510049819946,3.0,CNS MPO,34,moses,wa,smiles_ga,4,1.0
O=C(c1ccc2c(c1)OCO2)N(Cc1ccccc1)c1ccccn1,1,1,0.9999318122863772,26.0,CNS MPO,40,moses,wa,smiles_ga,5,1.0
O=C(Cc1ccccc1)c1ccccc1C(=O)N1CCOCC1,1,2,0.9344281344878418,3.0,CNS MPO,35,moses,wa,smiles_ga,6,1.0
O=C(CN1CCCC1=O)N1CCN(c2cccc(Cl)c2)CC1,1,1,0.9997466206550598,89.0,CNS MPO,37,moses,wa,smiles_ga,7,1.0
Fc1ccccc1CSc1nnnn1-c1ccc2c(c1)OCO2,1,2,0.9999924898147584,48.0,CNS MPO,34,moses,wa,smiles_ga,8,1.0
Cn1c(=O)oc2ccc(C(=O)c3ccccc3)cc21,1,3,0.8379769886922255,71.0,CNS MPO,33,moses,wa,smiles_ga,9,1.0
Clc1ccccc1-c1nc(-c2ccncc2)no1,1,1,0.9999982118606568,9.0,CNS MPO,29,moses,wa,smiles_ga,10,1.0
Cc1nnc(SCc2nnc(-c3ccccc3)o2)s1,1,1,0.9998648166656494,78.0,CNS MPO,30,moses,wa,smiles_ga,11,1.0
Cc1cccnc1-n1c(C)nc2ccccc2c1=O,1,3,0.14589758223286395,19.0,CNS MPO,29,moses,wa,smiles_ga,12,1.0
Cc1cc(N2CCN(S(C)(=O)=O)CC2)ncn1,1,1,0.9997047781944276,50.0,CNS MPO,31,moses,wa,smiles_ga,13,1.0
Cc1c(C#N)c2ccccc2n1CC(=O)N1CCOCC1,1,2,0.966688538687734,67.0,CNS MPO,33,moses,wa,smiles_ga,14,1.0
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,1,0,1.0,100.0,CNS MPO,42,moses,wa,smiles_ga,15,1.0
CS(=O)(=O)c1ccc(-c2cn3ccccc3n2)cc1,1,1,0.9964638352394104,43.0,CNS MPO,34,moses,wa,smiles_ga,16,1.0
CS(=O)(=O)N1CCN(c2cccc(Cl)c2)CC1,1,1,0.9989812970161438,3.0,CNS MPO,32,moses,wa,smiles_ga,17,1.0
CS(=O)(=O)N1CCN(c2ccc(F)cc2)CC1,1,1,0.9994422793388368,3.0,CNS MPO,31,moses,wa,smiles_ga,18,1.0
COc1ccnc(N2CCN(C(=O)c3cccs3)CC2)n1,1,1,0.9999905824661256,43.0,CNS MPO,34,moses,wa,smiles_ga,19,1.0
COc1ccnc(N2CCN(C(=O)c3ccco3)CC2)n1,1,1,0.9999954700469972,12.0,CNS MPO,34,moses,wa,smiles_ga,20,1.0
COc1ccnc(N2CCN(C(=O)c3ccccn3)CC2)n1,1,1,0.9999991655349731,43.0,CNS MPO,35,moses,wa,smiles_ga,21,1.0
COc1ccnc(N2CCN(C(=O)c3ccccc3)CC2)n1,1,1,0.99999737739563,20.0,CNS MPO,35,moses,wa,smiles_ga,22,1.0
COc1ccccc1OC(=O)c1ccccc1OC(C)=O,1,1,0.9992129802703856,7.0,CNS MPO,31,moses,wa,smiles_ga,23,1.0
COc1ccccc1OC(=O)Oc1ccccc1OC,1,0,1.0,3.0,CNS MPO,27,moses,wa,smiles_ga,24,1.0
COc1ccccc1N1CCN(S(C)(=O)=O)CC1,1,1,0.9983017444610596,1.0,CNS MPO,30,moses,wa,smiles_ga,25,1.0
COc1ccccc1N1CCN(S(=O)(=O)c2ccc(C)cc2)CC1,1,1,0.9999516010284424,2.0,CNS MPO,40,moses,wa,smiles_ga,26,1.0
COc1ccccc1N1CCN(S(=O)(=O)Cc2ccccc2)CC1,1,1,0.9997509121894836,3.0,CNS MPO,38,moses,wa,smiles_ga,27,1.0
COc1cccc(OC)c1C(=O)N1CCOCC1,1,1,0.7095913290977478,48.0,CNS MPO,27,moses,wa,smiles_ga,28,1.0
COc1cccc(OC)c1C(=O)N1CCN(c2ccc(F)cc2)CC1,1,1,0.9999744892120358,6.0,CNS MPO,40,moses,wa,smiles_ga,29,1.0
COc1ccc(S(=O)(=O)N2CCc3ccccc3C2)cc1OC,1,1,0.999360740184784,10.0,CNS MPO,37,moses,wa,smiles_ga,30,1.0
COc1ccc(S(=O)(=O)N2CCc3ccccc32)cc1OC,1,1,0.9990031123161316,10.0,CNS MPO,36,moses,wa,smiles_ga,31,1.0
COc1ccc(S(=O)(=O)N2CCc3ccccc32)cc1,1,1,0.9999511241912842,3.0,CNS MPO,34,moses,wa,smiles_ga,32,1.0
COc1ccc(S(=O)(=O)N2CCCc3ccccc32)cc1OC,1,1,0.9984034895896912,10.0,CNS MPO,37,moses,wa,smiles_ga,33,1.0
COc1ccc(S(=O)(=O)N2CCCC(C)C2)cc1,1,1,0.999991536140442,4.0,CNS MPO,32,moses,wa,smiles_ga,34,1.0
COc1ccc(S(=O)(=O)N(C)Cc2ccccc2)cc1,1,1,0.9994031190872192,3.0,CNS MPO,34,moses,wa,smiles_ga,35,1.0
COc1ccc(S(=O)(=O)N(C)C2CCCCC2)cc1,1,1,0.9998216032981871,3.0,CNS MPO,33,moses,wa,smiles_ga,36,1.0
COc1ccc(CN2Cc3ncccc3C2=O)cc1,1,2,0.9207128625605492,8.0,CNS MPO,28,moses,wa,smiles_ga,37,1.0
COc1ccc(-c2nnc(C)nc2-c2ccc(OC)cc2)cc1,1,4,0.18679942385992496,86.0,CNS MPO,37,moses,wa,smiles_ga,38,1.0
COc1ccc(-c2cnc3c(-c4cccnc4)cnn3c2)cc1,1,4,0.9619950715324034,23.0,CNS MPO,37,moses,wa,smiles_ga,39,1.0
COc1cc2ncc(-c3ccccc3)nc2cc1OC,1,2,0.9995808013292162,39.0,CNS MPO,29,moses,wa,smiles_ga,40,1.0
COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC,1,1,0.916355848312378,4.0,CNS MPO,31,moses,wa,smiles_ga,41,1.0
COc1cc(C(=O)N(C)Cc2ccccc2)cc(OC)c1OC,1,1,0.9968140721321106,16.0,CNS MPO,36,moses,wa,smiles_ga,42,1.0
COC(=O)c1ccn(COc2ccccc2Cl)n1,1,2,0.1076017569074672,10.0,CNS MPO,28,moses,wa,smiles_ga,43,1.0
COC(=O)C1CCN(C(=O)c2ccccc2OC(C)=O)CC1,1,1,0.992656409740448,3.0,CNS MPO,37,moses,wa,smiles_ga,44,1.0
COC(=O)C1CCN(C(=O)c2cccc(OC)c2)CC1,1,1,0.9977580904960632,3.0,CNS MPO,34,moses,wa,smiles_ga,45,1.0
COC(=O)C1CCN(C(=O)c2cccc(C)c2)CC1,1,1,0.9997898936271667,3.0,CNS MPO,33,moses,wa,smiles_ga,46,1.0
COC(=O)C1CCN(C(=O)c2cccc(Br)c2)CC1,1,1,0.9999839067459106,4.0,CNS MPO,34,moses,wa,smiles_ga,47,1.0
COC(=O)C1CCN(C(=O)c2ccc(OC(C)=O)cc2)CC1,1,1,0.9967532753944396,3.0,CNS MPO,39,moses,wa,smiles_ga,48,1.0
COC(=O)C1CCN(C(=O)c2ccc(Cl)cc2)CC1,1,1,0.9963830709457396,3.0,CNS MPO,34,moses,wa,smiles_ga,49,1.0
COC(=O)C1CCN(C(=O)c2ccc(C)c(C)c2)CC1,1,1,0.999933123588562,46.0,CNS MPO,36,moses,wa,smiles_ga,50,1.0
COC(=O)C1CCN(C(=O)c2ccc(-c3ccccc3)cc2)CC1,1,1,0.9999098777770996,4.0,CNS MPO,41,moses,wa,smiles_ga,51,1.0
CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,1,4,0.9452333082825596,9.0,CNS MPO,38,moses,wa,smiles_ga,52,1.0
CN(C)c1ncnc2c1ncn2Cc1ccccc1,1,2,0.9432000032321568,4.0,CNS MPO,27,moses,wa,smiles_ga,53,1.0
CN(C)S(=O)(=O)N1CCN(c2ncccn2)CC1,1,1,0.999942421913147,56.0,CNS MPO,32,moses,wa,smiles_ga,54,1.0
CN(C)S(=O)(=O)N1CCN(c2ccccc2)CC1,1,1,0.9989792704582214,55.0,CNS MPO,32,moses,wa,smiles_ga,55,1.0
CN(C)S(=O)(=O)N1CCN(c2ccc(F)cc2)CC1,1,1,0.999147653579712,4.0,CNS MPO,35,moses,wa,smiles_ga,56,1.0
CN(C)S(=O)(=O)N1CCC(Cc2ccccc2)CC1,1,1,0.9999310970306396,3.0,CNS MPO,33,moses,wa,smiles_ga,57,1.0
CN(C(=O)c1ccc(F)cc1)c1ccccc1C(=O)N1CCOCC1,1,2,0.9927332168812908,8.0,CNS MPO,41,moses,wa,smiles_ga,58,1.0
CCn1nc(-c2cccnc2)c2ccccc2c1=O,1,2,0.9970170626024526,56.0,CNS MPO,29,moses,wa,smiles_ga,59,1.0
CCOc1ccc(-n2c(C)nc3ccccc3c2=O)cc1,1,5,0.305821148554812,7.0,CNS MPO,33,moses,wa,smiles_ga,60,1.0
CCOc1cc(C(=O)N(C)C)cc(OCC)c1OCC,1,1,0.912405252456665,2.0,CNS MPO,31,moses,wa,smiles_ga,61,1.0
CCOC(=O)N1CCN(C(=O)c2cccs2)CC1,1,1,0.9873429536819458,2.0,CNS MPO,30,moses,wa,smiles_ga,62,1.0
CCOC(=O)N1CCN(C(=O)N2CCOCC2)CC1,1,1,0.9997128844261168,24.0,CNS MPO,31,moses,wa,smiles_ga,63,1.0
CCOC(=O)CSc1nc2ccccc2c(=O)n1-c1ccccc1,1,1,0.9999985694885254,46.0,CNS MPO,37,moses,wa,smiles_ga,64,1.0
CCOC(=O)C1CCN(S(=O)(=O)N(C)C)CC1,1,1,0.9994340538978576,2.0,CNS MPO,32,moses,wa,smiles_ga,65,1.0
CCOC(=O)C1CCN(C(=O)c2ccccc2OC(C)=O)CC1,1,1,0.9992456436157228,7.0,CNS MPO,38,moses,wa,smiles_ga,66,1.0
CCOC(=O)C1CCN(C(=O)c2ccccc2Cl)CC1,1,1,0.982030749320984,2.0,CNS MPO,33,moses,wa,smiles_ga,67,1.0
CCOC(=O)C1CCN(C(=O)c2ccccc2Br)CC1,1,1,0.9938082098960876,2.0,CNS MPO,33,moses,wa,smiles_ga,68,1.0
CCOC(=O)C1CCN(C(=O)c2ccc3c(c2)OCO3)CC1,1,1,0.9738104939460754,4.0,CNS MPO,38,moses,wa,smiles_ga,69,1.0
CCOC(=O)C1CCN(C(=O)c2ccc(OCC)cc2)CC1,1,1,0.6245722770690918,2.0,CNS MPO,36,moses,wa,smiles_ga,70,1.0
CCOC(=O)C1CCN(C(=O)c2ccc(OC)cc2)CC1,1,0,1.0,43.0,CNS MPO,35,moses,wa,smiles_ga,71,1.0
CCOC(=O)C1CCN(C(=O)c2ccc(OC)c(OC)c2)CC1,1,1,0.982462763786316,2.0,CNS MPO,39,moses,wa,smiles_ga,72,1.0
CCOC(=O)C1CCN(C(=O)c2ccc(F)cc2)CC1,1,1,0.9778946042060852,3.0,CNS MPO,34,moses,wa,smiles_ga,73,1.0
CCOC(=O)C1CCN(C(=O)c2ccc(Cl)cc2Cl)CC1,1,1,0.9956040382385254,2.0,CNS MPO,37,moses,wa,smiles_ga,74,1.0
CCOC(=O)C1CCN(C(=O)c2ccc(Cl)cc2)CC1,1,0,1.0,43.0,CNS MPO,35,moses,wa,smiles_ga,75,1.0
