SMILES,tb_synthesizability,tb_depth,tb_plausibility,tb_price,property,len_smiles,dataset,type,method,rank,objective
Nc1cc(S(N)(=O)=O)ccc1Br,1,1,0.2950011193752289,4.0,C7H8N2O2,23,moses,wc,best_from_chembl,40,0.8187307530779818
Nc1cc(Br)ccc1S(N)(=O)=O,1,1,0.8138822913169861,28.0,C7H8N2O2,23,moses,wc,best_from_chembl,41,0.8187307530779818
Nc1c(Br)cccc1S(N)(=O)=O,1,1,0.1322949230670929,2.0,C7H8N2O2,23,moses,wc,best_from_chembl,42,0.8187307530779818
NS(=O)(=O)Nc1ccc(Br)cc1,1,1,0.9406782388687134,46.0,C7H8N2O2,23,moses,wc,best_from_chembl,43,0.8187307530779818
CS(=O)(=O)Nc1ncccc1Br,1,1,0.9994364380836488,9.0,C7H8N2O2,21,moses,wc,best_from_chembl,44,0.8187307530779818
CS(=O)(=O)Nc1ccc(Br)cn1,1,1,0.9996943473815918,5.0,C7H8N2O2,23,moses,wc,best_from_chembl,45,0.8187307530779818
COc1nc(OC)c(Br)cc1Br,1,0,1.0,88.0,C7H8N2O2,20,moses,wc,best_from_chembl,46,0.8187307530779818
COC(=O)c1nn(CC(F)F)cc1Br,1,1,0.999301552772522,112.0,C7H8N2O2,24,moses,wc,best_from_chembl,47,0.8187307530779818
COC(=O)Cn1ccnc1C(Cl)(Cl)Cl,1,2,0.9862440916778148,4.0,C7H8N2O2,26,moses,wc,best_from_chembl,48,0.8187307530779818
CNS(=O)(=O)c1cncc(Br)c1,1,0,1.0,68.0,C7H8N2O2,23,moses,wc,best_from_chembl,49,0.8187307530779818
CC(C#N)NS(=O)(=O)c1sccc1Br,1,5,0.8590070601255186,4.0,C7H8N2O2,26,moses,wc,best_from_chembl,50,0.8187307530779818
C=CCNS(=O)(=O)c1sccc1Br,1,2,0.9669061736521768,4.0,C7H8N2O2,23,moses,wc,best_from_chembl,51,0.8187307530779818
NS(=O)(=O)NCc1ccc(Cl)cc1Cl,1,1,0.9978708028793336,6.0,C7H8N2O2,26,moses,wc,best_from_chembl,52,0.7985162187593771
NS(=O)(=O)NCc1cc(F)ccc1Br,1,1,0.9982739686965942,14.0,C7H8N2O2,25,moses,wc,best_from_chembl,53,0.7985162187593771
NS(=O)(=O)NCc1cc(Br)ccc1F,1,1,0.9994433522224426,9.0,C7H8N2O2,25,moses,wc,best_from_chembl,54,0.7985162187593771
NS(=O)(=O)Cc1ccc(Cl)cc1Br,1,2,0.5365751081957804,29.0,C7H8N2O2,25,moses,wc,best_from_chembl,55,0.7985162187593771
NS(=O)(=O)Cc1cc(Br)ccc1Cl,1,2,0.3474123901946342,83.0,C7H8N2O2,25,moses,wc,best_from_chembl,56,0.7985162187593771
Cc1sc(C)c(S(N)(=O)=O)c1Br,1,2,0.21973562016249204,77.0,C7H8N2O2,25,moses,wc,best_from_chembl,57,0.7985162187593771
Cc1cc(S(N)(=O)=O)cc(Br)c1F,1,1,0.9373307824134828,4.0,C7H8N2O2,26,moses,wc,best_from_chembl,58,0.7985162187593771
Cc1cc(S(N)(=O)=O)c(F)cc1Br,1,1,0.7114452123641968,1.0,C7H8N2O2,26,moses,wc,best_from_chembl,59,0.7985162187593771
Cc1cc(S(N)(=O)=O)c(Br)cc1Cl,1,1,0.8877288699150085,1.0,C7H8N2O2,27,moses,wc,best_from_chembl,60,0.7985162187593771
Cc1cc(S(N)(=O)=O)c(Br)cc1Br,1,1,0.403531551361084,5.0,C7H8N2O2,27,moses,wc,best_from_chembl,61,0.7985162187593771
Cc1cc(F)cc(Br)c1S(N)(=O)=O,1,1,0.609437108039856,2.0,C7H8N2O2,26,moses,wc,best_from_chembl,62,0.7985162187593771
Cc1cc(F)c(S(N)(=O)=O)cc1Br,1,1,0.9585095047950744,1.0,C7H8N2O2,26,moses,wc,best_from_chembl,63,0.7985162187593771
Cc1cc(F)c(S(N)(=O)=O)c(Br)c1,1,1,0.9430150389671326,2.0,C7H8N2O2,28,moses,wc,best_from_chembl,64,0.7985162187593771
Cc1cc(F)c(Br)cc1S(N)(=O)=O,1,1,0.9950782060623168,3.0,C7H8N2O2,26,moses,wc,best_from_chembl,65,0.7985162187593771
Cc1cc(Cl)cc(Br)c1S(N)(=O)=O,1,1,0.4021100699901581,6.0,C7H8N2O2,27,moses,wc,best_from_chembl,66,0.7985162187593771
Cc1cc(Br)cc(Cl)c1S(N)(=O)=O,1,1,0.2314467579126358,6.0,C7H8N2O2,27,moses,wc,best_from_chembl,67,0.7985162187593771
Cc1cc(Br)c(S(N)(=O)=O)cc1F,1,1,0.9887500405311584,2.0,C7H8N2O2,26,moses,wc,best_from_chembl,68,0.7985162187593771
Cc1cc(Br)c(S(N)(=O)=O)cc1Cl,1,1,0.7634998559951782,3.0,C7H8N2O2,27,moses,wc,best_from_chembl,69,0.7985162187593771
Cc1cc(Br)c(F)cc1S(N)(=O)=O,1,1,0.9841271042823792,2.0,C7H8N2O2,26,moses,wc,best_from_chembl,70,0.7985162187593771
Cc1cc(Br)c(Cl)cc1S(N)(=O)=O,1,1,0.8752602338790894,3.0,C7H8N2O2,27,moses,wc,best_from_chembl,71,0.7985162187593771
Cc1c(S(N)(=O)=O)ccc(Br)c1F,1,1,0.9171692728996276,4.0,C7H8N2O2,26,moses,wc,best_from_chembl,72,0.7985162187593771
Cc1c(S(N)(=O)=O)ccc(Br)c1Cl,1,1,0.8875887393951416,43.0,C7H8N2O2,27,moses,wc,best_from_chembl,73,0.7985162187593771
CSc1sc(C(C)=O)c(Br)c1N,1,8,0.3953618431083086,26.0,C7H8N2O2,22,moses,wc,best_from_chembl,74,0.7985162187593771
CS(=O)(=O)c1cc(N)cc(Br)c1F,1,1,0.9715206623077391,80.0,C7H8N2O2,26,moses,wc,best_from_chembl,75,0.7985162187593771
CS(=O)(=O)c1cc(F)c(N)cc1Br,1,1,0.8842840194702148,30.0,C7H8N2O2,26,moses,wc,best_from_chembl,76,0.7985162187593771
CS(=O)(=O)c1cc(Br)c(N)c(Br)c1,1,1,0.9782825112342834,3.0,C7H8N2O2,29,moses,wc,best_from_chembl,77,0.7985162187593771
CS(=O)(=O)c1c(N)ccc(Br)c1F,1,2,0.7409116085018468,77.0,C7H8N2O2,26,moses,wc,best_from_chembl,78,0.7985162187593771
CS(=O)(=O)c1c(Br)ccc(N)c1F,1,3,0.8416050855836551,96.0,C7H8N2O2,26,moses,wc,best_from_chembl,79,0.7985162187593771
CS(=O)(=O)Nc1ccc(Br)cc1F,1,0,1.0,23.0,C7H8N2O2,24,moses,wc,best_from_chembl,80,0.7985162187593771
CS(=O)(=O)Nc1ccc(Br)c(Cl)c1,1,1,0.9993966817855836,7.0,C7H8N2O2,27,moses,wc,best_from_chembl,81,0.7985162187593771
CS(=O)(=O)NCc1cc(Br)cs1,1,2,0.9089298298159854,44.0,C7H8N2O2,23,moses,wc,best_from_chembl,82,0.7985162187593771
CNS(=O)(=O)c1ccc(F)cc1Br,1,1,0.9999496936798096,14.0,C7H8N2O2,24,moses,wc,best_from_chembl,83,0.7985162187593771
CNS(=O)(=O)c1ccc(Br)cc1Cl,1,1,0.99840646982193,9.0,C7H8N2O2,25,moses,wc,best_from_chembl,84,0.7985162187593771
CNS(=O)(=O)c1ccc(Br)cc1Br,1,1,0.9997707009315492,27.0,C7H8N2O2,25,moses,wc,best_from_chembl,85,0.7985162187593771
CNS(=O)(=O)c1cc(Br)ccc1F,1,1,0.9945117235183716,36.0,C7H8N2O2,24,moses,wc,best_from_chembl,86,0.7985162187593771
CNS(=O)(=O)c1cc(Br)ccc1Br,1,1,0.9994741082191468,17.0,C7H8N2O2,25,moses,wc,best_from_chembl,87,0.7985162187593771
CN(C)S(=O)(=O)c1sccc1Br,1,2,0.6650393222523263,6.0,C7H8N2O2,23,moses,wc,best_from_chembl,88,0.7985162187593771
CN(C)S(=O)(=O)c1cscc1Br,1,2,0.5158651424653975,85.0,C7H8N2O2,23,moses,wc,best_from_chembl,89,0.7985162187593771
CC(c1sccc1Br)S(N)(=O)=O,1,5,0.07106331915291014,1.0,C7H8N2O2,23,moses,wc,best_from_chembl,90,0.7985162187593771
COc1ccc(S(N)(=O)=O)cc1Br,1,1,0.9815373420715332,35.0,C7H8N2O2,24,moses,wc,best_from_chembl,91,0.7408182206817179
COc1ccc(S(N)(=O)=O)c(Br)c1,1,1,0.8955066204071045,1.0,C7H8N2O2,26,moses,wc,best_from_chembl,92,0.7408182206817179
COc1ccc(Br)cc1S(N)(=O)=O,1,0,1.0,70.0,C7H8N2O2,24,moses,wc,best_from_chembl,93,0.7408182206817179
COc1cc(S(N)(=O)=O)ccc1Br,1,1,0.389089435338974,42.0,C7H8N2O2,24,moses,wc,best_from_chembl,94,0.7408182206817179
COc1cc(Br)ccc1S(N)(=O)=O,1,1,0.4355960190296173,1.0,C7H8N2O2,24,moses,wc,best_from_chembl,95,0.7408182206817179
COC(=O)CSc1ncc(Br)c(O)n1,1,2,0.6821108861738558,2.0,C7H8N2O2,24,moses,wc,best_from_chembl,96,0.7408182206817179
CC1=NS(=O)(=O)c2cc(Br)ccc2N1,1,1,0.9998314380645752,73.0,C7H8N2O2,28,moses,wc,best_from_chembl,97,0.7408182206817179
CC(=O)Nc1cc(Br)c(N)c(Br)c1,1,1,0.6153215169906616,1.0,C7H8N2O2,26,moses,wc,best_from_chembl,98,0.7408182206817179
CC(=O)Nc1c(N)cc(Br)cc1Br,1,2,0.9407545474643868,3.0,C7H8N2O2,24,moses,wc,best_from_chembl,99,0.7408182206817179
CC(=O)Nc1c(Br)cc(N)cc1Br,1,0,1.0,91.0,C7H8N2O2,24,moses,wc,best_from_chembl,100,0.7408182206817179
O=C(NCCO)c1sccc1Br,1,1,0.9998642206192015,16.0,C7H8N2O2,18,moses,wc,smiles_ga,1,0.8824969025845955
O=C(NCCO)c1cc(Br)cs1,1,1,0.9995667338371276,9.0,C7H8N2O2,20,moses,wc,smiles_ga,2,0.8824969025845955
Nc1cc(S(N)(=O)=O)ccc1S,1,1,0.9909639358520508,3.0,C7H8N2O2,22,moses,wc,smiles_ga,3,0.8824969025845955
NS(=O)(=O)Cc1ccccc1Br,1,1,0.9831013083457948,79.0,C7H8N2O2,21,moses,wc,smiles_ga,4,0.8824969025845955
NS(=O)(=O)Cc1cccc(Br)c1,1,1,0.9970474839210508,41.0,C7H8N2O2,23,moses,wc,smiles_ga,5,0.8824969025845955
NS(=O)(=O)Cc1ccc(Br)cc1,1,1,0.9970180988311768,50.0,C7H8N2O2,23,moses,wc,smiles_ga,6,0.8824969025845955
NCC(=O)OCc1cc(Br)cs1,1,2,0.9890538458431166,13.0,C7H8N2O2,20,moses,wc,smiles_ga,7,0.8824969025845955
Cc1cncc(S(N)(=O)=O)c1S,1,2,0.5773931346088261,9.0,C7H8N2O2,22,moses,wc,smiles_ga,8,0.8824969025845955
Cc1cccc(S(N)(=O)=O)c1Br,1,2,0.9741467171149764,6.0,C7H8N2O2,23,moses,wc,smiles_ga,9,0.8824969025845955
Cc1ccc(S(N)(=O)=O)cc1I,1,1,0.9958757758140564,56.0,C7H8N2O2,22,moses,wc,smiles_ga,10,0.8824969025845955
Cc1ccc(S(N)(=O)=O)cc1Br,1,1,0.9735907912254332,56.0,C7H8N2O2,23,moses,wc,smiles_ga,11,0.8824969025845955
Cc1ccc(S(N)(=O)=O)c(Br)c1,1,2,0.9672162301510844,3.0,C7H8N2O2,25,moses,wc,smiles_ga,12,0.8824969025845955
Cc1ccc(Br)cc1S(N)(=O)=O,1,1,0.9976481795310974,64.0,C7H8N2O2,23,moses,wc,smiles_ga,13,0.8824969025845955
Cc1ccc(Br)c(S(N)(=O)=O)c1,1,1,0.4407976269721985,78.0,C7H8N2O2,25,moses,wc,smiles_ga,14,0.8824969025845955
Cc1cc(S(N)(=O)=O)ccc1Br,1,0,1.0,67.0,C7H8N2O2,23,moses,wc,smiles_ga,15,0.8824969025845955
Cc1cc(Br)ccc1S(N)(=O)=O,1,1,0.9972475171089172,15.0,C7H8N2O2,23,moses,wc,smiles_ga,16,0.8824969025845955
Cc1cc(Br)cc(S(N)(=O)=O)c1,1,1,0.9975157976150512,80.0,C7H8N2O2,25,moses,wc,smiles_ga,17,0.8824969025845955
Cc1c(Br)cccc1S(N)(=O)=O,1,2,0.7636389177335409,4.0,C7H8N2O2,23,moses,wc,smiles_ga,18,0.8824969025845955
CS(=O)(=O)c1ccc(N)c(Br)c1,1,0,1.0,61.0,C7H8N2O2,25,moses,wc,smiles_ga,19,0.8824969025845955
CS(=O)(=O)c1ccc(Br)cc1N,1,1,0.986262321472168,6.0,C7H8N2O2,23,moses,wc,smiles_ga,20,0.8824969025845955
CS(=O)(=O)c1ccc(Br)c(N)c1,1,1,0.994746208190918,21.0,C7H8N2O2,25,moses,wc,smiles_ga,21,0.8824969025845955
CS(=O)(=O)c1cc(N)ccc1Br,1,1,0.4497946500778198,18.0,C7H8N2O2,23,moses,wc,smiles_ga,22,0.8824969025845955
CS(=O)(=O)c1cc(N)cc(Br)c1,1,2,0.3165354824742206,38.0,C7H8N2O2,25,moses,wc,smiles_ga,23,0.8824969025845955
CS(=O)(=O)c1cc(Br)ccc1N,1,1,0.25391125679016113,19.0,C7H8N2O2,23,moses,wc,smiles_ga,24,0.8824969025845955
CS(=O)(=O)Nc1ccccc1Br,1,0,1.0,49.0,C7H8N2O2,21,moses,wc,smiles_ga,25,0.8824969025845955
CS(=O)(=O)Nc1cccc(Br)c1,1,0,1.0,36.0,C7H8N2O2,23,moses,wc,smiles_ga,26,0.8824969025845955
CS(=O)(=O)Nc1ccc(Br)cc1,1,0,1.0,5.0,C7H8N2O2,23,moses,wc,smiles_ga,27,0.8824969025845955
COC(=O)c1sc(C)c(Br)c1N,1,7,0.12675157567678094,89.0,C7H8N2O2,22,moses,wc,smiles_ga,28,0.8824969025845955
COC(=O)c1nc(SC)ncc1Br,1,0,1.0,27.0,C7H8N2O2,21,moses,wc,smiles_ga,29,0.8824969025845955
COC(=O)CSc1ncc(Br)cn1,1,2,0.9972867695120228,4.0,C7H8N2O2,21,moses,wc,smiles_ga,30,0.8824969025845955
CNS(=O)(=O)c1ccccc1Br,1,0,1.0,56.0,C7H8N2O2,21,moses,wc,smiles_ga,31,0.8824969025845955
CNS(=O)(=O)c1cccc(Br)c1,1,1,0.9998056292533876,6.0,C7H8N2O2,23,moses,wc,smiles_ga,32,0.8824969025845955
CNS(=O)(=O)c1ccc(Br)cc1,1,0,1.0,19.0,C7H8N2O2,23,moses,wc,smiles_ga,33,0.8824969025845955
CNC(=O)C(O)c1cc(Br)cs1,1,1,0.8526026010513306,7.0,C7H8N2O2,22,moses,wc,smiles_ga,34,0.8824969025845955
CCS(=O)(=O)c1ncccc1Br,1,2,0.9780038824087356,5.0,C7H8N2O2,21,moses,wc,smiles_ga,35,0.8824969025845955
CCOc1ncc(Br)c(N)c1Br,1,1,0.9472219347953796,35.0,C7H8N2O2,20,moses,wc,smiles_ga,36,0.8824969025845955
CCOc1nc(N)c(Br)cc1Br,1,2,0.7857409962348463,5.0,C7H8N2O2,20,moses,wc,smiles_ga,37,0.8824969025845955
O=c1c(Cl)cc(Br)cn1CCO,1,1,0.99952232837677,27.0,C7H8N2O2,21,moses,wc,smiles_ga,38,0.8187307530779818
O=c1c(Br)cc(Br)cn1CCO,1,1,0.9975268244743348,29.0,C7H8N2O2,21,moses,wc,smiles_ga,39,0.8187307530779818
Nc1cccc(Br)c1S(N)(=O)=O,1,2,0.8556453708633676,2.0,C7H8N2O2,23,moses,wc,smiles_ga,40,0.8187307530779818
Nc1ccc(S(N)(=O)=O)cc1Br,1,1,0.7598136067390442,2.0,C7H8N2O2,23,moses,wc,smiles_ga,41,0.8187307530779818
Nc1ccc(Br)cc1S(N)(=O)=O,1,0,1.0,34.0,C7H8N2O2,23,moses,wc,smiles_ga,42,0.8187307530779818
Nc1cc(S(N)(=O)=O)ccc1Br,1,1,0.2950011193752289,4.0,C7H8N2O2,23,moses,wc,smiles_ga,43,0.8187307530779818
Nc1cc(Br)ccc1S(N)(=O)=O,1,1,0.15362432599067688,9.0,C7H8N2O2,23,moses,wc,smiles_ga,44,0.8187307530779818
Nc1c(Br)cccc1S(N)(=O)=O,1,1,0.33010533452034,9.0,C7H8N2O2,23,moses,wc,smiles_ga,45,0.8187307530779818
NS(=O)(=O)Nc1ccc(Br)cc1,1,1,0.8128141760826111,1.0,C7H8N2O2,23,moses,wc,smiles_ga,46,0.8187307530779818
Cc1cncc(S(N)(=O)=O)c1[Se],0,11,0.0,-1.0,C7H8N2O2,25,moses,wc,smiles_ga,47,0.8187307530779818
Cc1cncc(S(N)(=O)=O)c1Br,1,2,0.3234793045975213,14.0,C7H8N2O2,23,moses,wc,smiles_ga,48,0.8187307530779818
Cc1ccc(S(N)(=O)=O)c(Br)n1,1,1,0.4747884571552277,2.0,C7H8N2O2,25,moses,wc,smiles_ga,49,0.8187307530779818
Cc1cc([PH](N)(=O)=O)c(F)cc1Br,0,11,0.0,-1.0,C7H8N2O2,29,moses,wc,smiles_ga,50,0.8187307530779818
CS(=O)(=O)Nc1ncccc1Br,1,1,0.9994364380836488,9.0,C7H8N2O2,21,moses,wc,smiles_ga,51,0.8187307530779818
CS(=O)(=O)Nc1ccncc1Br,1,1,0.9822599291801452,13.0,C7H8N2O2,21,moses,wc,smiles_ga,52,0.8187307530779818
CS(=O)(=O)Nc1ccc(Br)cn1,1,1,0.9996943473815918,5.0,C7H8N2O2,23,moses,wc,smiles_ga,53,0.8187307530779818
COc1nc(OC)c(Br)cc1Br,1,0,1.0,88.0,C7H8N2O2,20,moses,wc,smiles_ga,54,0.8187307530779818
COC(=O)c1nn(CC(F)F)cc1Br,1,1,0.9998563528060912,46.0,C7H8N2O2,24,moses,wc,smiles_ga,55,0.8187307530779818
COC(=O)Cn1ccnc1C(Cl)(Cl)Cl,1,2,0.9862440916778148,4.0,C7H8N2O2,26,moses,wc,smiles_ga,56,0.8187307530779818
CNS(=O)(=O)c1cncc(Br)c1,1,0,1.0,68.0,C7H8N2O2,23,moses,wc,smiles_ga,57,0.8187307530779818
CC(C#N)NS(=O)(=O)c1sccc1Br,1,5,0.8590070601255186,4.0,C7H8N2O2,26,moses,wc,smiles_ga,58,0.8187307530779818
CC(=O)NC1=CS(Br)=C(N)C(Br)=C1,0,11,0.0,-1.0,C7H8N2O2,29,moses,wc,smiles_ga,59,0.8187307530779818
C=CCNS(=O)(=O)c1sccc1Br,1,2,0.16149469947072334,7.0,C7H8N2O2,23,moses,wc,smiles_ga,60,0.8187307530779818
NS(=O)(=O)NCc1ccc(Cl)cc1Cl,1,1,0.9978708028793336,6.0,C7H8N2O2,26,moses,wc,smiles_ga,61,0.7985162187593771
NS(=O)(=O)NCc1cc(F)ccc1Br,1,1,0.9982739686965942,14.0,C7H8N2O2,25,moses,wc,smiles_ga,62,0.7985162187593771
NS(=O)(=O)NCc1cc(Br)ccc1F,1,1,0.9994433522224426,9.0,C7H8N2O2,25,moses,wc,smiles_ga,63,0.7985162187593771
NS(=O)(=O)Cc1ccc(Cl)cc1Br,1,2,0.5365751081957804,29.0,C7H8N2O2,25,moses,wc,smiles_ga,64,0.7985162187593771
NS(=O)(=O)Cc1cc(Br)ccc1Cl,1,2,0.3474123901946342,83.0,C7H8N2O2,25,moses,wc,smiles_ga,65,0.7985162187593771
Cc1sc(C)c(S(N)(=O)=O)c1Br,1,2,0.21973562016249204,77.0,C7H8N2O2,25,moses,wc,smiles_ga,66,0.7985162187593771
Cc1cc(S(N)(=O)=O)cc(Br)c1F,1,1,0.9373307824134828,4.0,C7H8N2O2,26,moses,wc,smiles_ga,67,0.7985162187593771
Cc1cc(S(N)(=O)=O)c(F)cc1Br,1,1,0.7114452123641968,1.0,C7H8N2O2,26,moses,wc,smiles_ga,68,0.7985162187593771
Cc1cc(S(N)(=O)=O)c(Br)cc1Cl,1,1,0.8877288699150085,1.0,C7H8N2O2,27,moses,wc,smiles_ga,69,0.7985162187593771
Cc1cc(S(N)(=O)=O)c(Br)cc1Br,1,1,0.403531551361084,5.0,C7H8N2O2,27,moses,wc,smiles_ga,70,0.7985162187593771
Cc1cc(F)cc(Br)c1S(N)(=O)=O,1,1,0.609437108039856,2.0,C7H8N2O2,26,moses,wc,smiles_ga,71,0.7985162187593771
Cc1cc(F)c(S(N)(=O)=O)cc1Br,1,1,0.9585095047950744,1.0,C7H8N2O2,26,moses,wc,smiles_ga,72,0.7985162187593771
Cc1cc(F)c(S(N)(=O)=O)c(Br)c1,1,1,0.9430150389671326,2.0,C7H8N2O2,28,moses,wc,smiles_ga,73,0.7985162187593771
Cc1cc(F)c(Br)cc1S(N)(=O)=O,1,1,0.9950782060623168,3.0,C7H8N2O2,26,moses,wc,smiles_ga,74,0.7985162187593771
Cc1cc(Cl)cc(Br)c1S(N)(=O)=O,1,1,0.4021100699901581,6.0,C7H8N2O2,27,moses,wc,smiles_ga,75,0.7985162187593771
Cc1cc(Br)cc(Cl)c1S(N)(=O)=O,1,1,0.2314467579126358,6.0,C7H8N2O2,27,moses,wc,smiles_ga,76,0.7985162187593771
Cc1cc(Br)c(S(N)(=O)=O)cc1F,1,1,0.9887500405311584,2.0,C7H8N2O2,26,moses,wc,smiles_ga,77,0.7985162187593771
Cc1cc(Br)c(S(N)(=O)=O)cc1Cl,1,1,0.7634998559951782,3.0,C7H8N2O2,27,moses,wc,smiles_ga,78,0.7985162187593771
Cc1cc(Br)c(F)cc1S(N)(=O)=O,1,1,0.9841271042823792,2.0,C7H8N2O2,26,moses,wc,smiles_ga,79,0.7985162187593771
Cc1cc(Br)c(Cl)cc1S(N)(=O)=O,1,1,0.8752602338790894,3.0,C7H8N2O2,27,moses,wc,smiles_ga,80,0.7985162187593771
