SMILES,tb_synthesizability,tb_depth,tb_plausibility,tb_price,property,len_smiles,method,rank,objective,dataset,type
CC(NS(=O)(=O)c1ccccc1)C(=O)Nc1ccccc1F,1,2,0.9868930013843596,4.0,Sitagliptin MPO,37,best_from_chembl,61,0.3097538648438997,moses,wc
N#CCCN(CCC#N)C(=O)CNc1ccccc1F,1,1,0.999201238155365,74.0,Sitagliptin MPO,29,best_from_chembl,62,0.3097352605529881,moses,wc
N#CCCN(CCC#N)C(=O)CNc1cccc(F)c1,1,1,0.998727023601532,83.0,Sitagliptin MPO,31,best_from_chembl,63,0.3097352605529881,moses,wc
CN(C1=NS(=O)(=O)N=C(N(C)c2ccccc2)O1)c1ccccc1,0,11,0.0,-1.0,Sitagliptin MPO,44,best_from_chembl,64,0.3094939957743136,moses,wc
Cc1ccc(-n2nnnc2S(=O)(=O)Cc2ccccc2F)cc1,1,3,0.9996048810918836,9.0,Sitagliptin MPO,38,best_from_chembl,65,0.3093167426649995,moses,wc
O=c1cc(CNC(c2ccccc2)c2ccccc2)[nH]c(=O)[nH]1,1,1,0.9903164505958556,19.0,Sitagliptin MPO,43,best_from_chembl,66,0.3090682446061776,moses,wc
N#Cc1cc(F)ccc1NC(=O)N1CCC2(CC1)OCCO2,1,1,0.9999191761016846,28.0,Sitagliptin MPO,36,best_from_chembl,67,0.3090184579436807,moses,wc
OC(COc1ccccc1)CSc1nnnn1-c1ccccc1,1,1,0.9994801878929138,8.0,Sitagliptin MPO,32,best_from_chembl,68,0.30816151211865955,moses,wc
CN(c1ccccc1)c1nc(-n2ccnc2)nc(-n2ccnc2)n1,1,3,0.4126403412689183,4.0,Sitagliptin MPO,40,best_from_chembl,69,0.3080871198040987,moses,wc
C(#CCOCn1nnc2ccccc21)COCn1nnc2ccccc21,1,4,0.5351676709068383,8.0,Sitagliptin MPO,37,best_from_chembl,70,0.3080036338337401,moses,wc
O=C(CCC(=O)NCc1ccccn1)NCc1ccc(F)cc1,1,1,0.9998666048049928,5.0,Sitagliptin MPO,35,best_from_chembl,71,0.30738544807364443,moses,wc
COc1ccc(C(=O)Cc2nnn(-c3ccccc3)n2)cc1OC,0,11,0.0,-1.0,Sitagliptin MPO,38,best_from_chembl,72,0.3068901327017247,moses,wc
Cn1nnc(NC(=O)C(C)(c2ccccc2)c2ccccc2)n1,1,1,0.9979325532913208,24.0,Sitagliptin MPO,38,best_from_chembl,73,0.3066842096138989,moses,wc
COc1ccc(CCC(=O)Nc2ccn(CC#N)n2)cc1,1,2,0.9783172832446922,53.0,Sitagliptin MPO,33,best_from_chembl,74,0.3064359829927541,moses,wc
COc1ccc(OC)c(NC(=O)Cn2nnc3ccccc32)c1,1,1,0.9998382329940796,55.0,Sitagliptin MPO,36,best_from_chembl,75,0.30633370840418006,moses,wc
NC(=O)CCN(Cc1ccccc1)S(=O)(=O)c1ccccc1F,1,2,0.997746346374818,50.0,Sitagliptin MPO,38,best_from_chembl,76,0.3062177683382815,moses,wc
O=C(CNS(=O)(=O)Cc1ccccc1)Nc1ccc(F)cc1,1,2,0.9838521476683084,4.0,Sitagliptin MPO,37,best_from_chembl,77,0.30602997752587463,moses,wc
N#Cc1ccc(C(=O)NCCNC(=O)c2ccc(F)cc2)cc1,1,1,0.9615143537521362,88.0,Sitagliptin MPO,38,best_from_chembl,78,0.3057653261548569,moses,wc
Cc1ccc(S(=O)(=O)NCC(=O)Nc2ccc(F)cc2F)cc1,1,1,0.9995833039283752,7.0,Sitagliptin MPO,40,best_from_chembl,79,0.3054355857334081,moses,wc
Cc1ccc(F)c(S(=O)(=O)NCC(=O)Nc2ccc(F)cc2)c1,1,2,0.9995401765627036,13.0,Sitagliptin MPO,42,best_from_chembl,80,0.30543558573340784,moses,wc
Cc1ccc(S(=O)(=O)NCCNC(=O)c2ccccc2F)cc1,1,1,0.989974319934845,18.0,Sitagliptin MPO,38,best_from_chembl,81,0.3052695849606321,moses,wc
O=C(Cn1cnnn1)Nc1ccc(OCc2ccccc2)cc1,1,1,0.9974326491355896,31.0,Sitagliptin MPO,34,best_from_chembl,82,0.3032864365330794,moses,wc
CC(=O)Nc1ccc(NC(C)C(=O)NCC(F)(F)F)cc1,1,2,0.9874111836245092,9.0,Sitagliptin MPO,37,best_from_chembl,83,0.30323756025463633,moses,wc
Cn1cccc1C(=O)OCC(=O)N(CCC#N)c1ccccc1,1,2,0.9788571012467456,67.0,Sitagliptin MPO,36,best_from_chembl,84,0.3028357630862126,moses,wc
COc1ccc(C(=O)Nc2ccc(Cn3cccn3)cc2)nn1,1,2,0.9781006313524662,55.0,Sitagliptin MPO,36,best_from_chembl,85,0.302425997253052,moses,wc
COc1ccc(F)c(NC(=O)CNC(=O)COc2ccccc2)c1,1,1,0.9978460073471068,130.0,Sitagliptin MPO,38,best_from_chembl,86,0.3018224373221281,moses,wc
O=C(CCNS(=O)(=O)c1ccccc1F)NCc1ccccc1,1,1,0.9998728036880492,71.0,Sitagliptin MPO,36,best_from_chembl,87,0.3014687949288511,moses,wc
O=C(NCCNC(=O)c1cc(F)ccc1F)c1ccccc1O,1,2,0.9936004874148736,15.0,Sitagliptin MPO,35,best_from_chembl,88,0.30037418317053427,moses,wc
CCOC(=O)Cn1nc(C)cc1NC(=O)c1ccc(F)cc1,1,2,0.9989442010938204,4.0,Sitagliptin MPO,36,best_from_chembl,89,0.3001945466361317,moses,wc
COc1ccc(N2C(=O)c3ccccc3C2(O)C2N=CC=N2)cc1,0,11,0.0,-1.0,Sitagliptin MPO,41,best_from_chembl,90,0.30005213175140977,moses,wc
O=C(CNS(=O)(=O)Cc1ccccc1)Nc1cccc(F)c1,1,3,0.9957599196992509,4.0,Sitagliptin MPO,37,best_from_chembl,91,0.29942433494744164,moses,wc
CC(C)C(=O)NCCNC(=O)c1cccnc1SC(F)F,1,4,0.762636888225032,35.0,Sitagliptin MPO,33,best_from_chembl,92,0.29941770297980286,moses,wc
O=C(NCCSc1nnnn1-c1ccccc1)c1ccccc1,1,2,0.9982571339406832,4.0,Sitagliptin MPO,33,best_from_chembl,93,0.2989581210484012,moses,wc
O=S(=O)(CCCOn1nnc2ccccc21)c1ccc(F)cc1,1,3,0.9959784304562244,4.0,Sitagliptin MPO,37,best_from_chembl,94,0.2986502727083275,moses,wc
COC(=O)C1=C(c2ccccc2)NC(=O)NC1c1ccncc1,1,2,0.9414840944613942,75.0,Sitagliptin MPO,38,best_from_chembl,95,0.2982956249737217,moses,wc
COC(=O)C1=C(c2ccccc2)NC(=O)NC1c1cccnc1,0,11,0.0,-1.0,Sitagliptin MPO,38,best_from_chembl,96,0.2982956249737217,moses,wc
COc1ccc(COC(=O)c2ccc(-n3cncn3)nc2)cc1,1,5,0.9493503284681208,96.0,Sitagliptin MPO,37,best_from_chembl,97,0.29827284473833876,moses,wc
Cc1ccc(OCC(=O)N(CCC#N)CCC#N)cc1,1,1,0.9958760142326356,8.0,Sitagliptin MPO,31,best_from_chembl,98,0.2972026935574711,moses,wc
CN(C)C(=O)COC(=O)c1cccnc1Nc1ccccc1F,1,2,0.9963841051312984,9.0,Sitagliptin MPO,35,best_from_chembl,99,0.2970216775910286,moses,wc
Cc1ccc(-c2nnnn2CS(=O)(=O)c2ccccc2)cc1,1,4,0.8539149109396658,3.0,Sitagliptin MPO,37,best_from_chembl,100,0.2966622652953779,moses,wc
COc1ncccc1CNC(=O)c1cccnc1OCC(F)F,1,2,0.976432706109712,41.0,Sitagliptin MPO,32,smiles_ga,1,0.3828519720952446,moses,wc
O=C(CNC(=O)NCc1ccc(F)cc1)NCc1ccc(F)cc1,1,3,0.9910248129520536,56.0,Sitagliptin MPO,38,smiles_ga,2,0.37675852760699513,moses,wc
Cc1ccc(S(=O)(=O)NCc2cn(-c3ccccc3)nn2)cc1,1,2,0.9989942373128784,80.0,Sitagliptin MPO,40,smiles_ga,3,0.3653437988472176,moses,wc
O=C(Cn1cnnn1)Nc1c(F)cccc1OCc1ccccc1,1,3,0.9924418495326168,45.0,Sitagliptin MPO,35,smiles_ga,4,0.35703756874105624,moses,wc
CC(C)(C)NS(=O)(=O)c1ccc(C(=O)NCC(F)(F)F)cc1,1,2,0.9984797047053284,75.0,Sitagliptin MPO,43,smiles_ga,5,0.35525941998166677,moses,wc
CCOC(=O)C1=C(CNc2cc(F)ccc2F)NC(=O)NC1C,0,11,0.0,-1.0,Sitagliptin MPO,38,smiles_ga,6,0.3535706328819001,moses,wc
CCOC(=O)C1=C(C)NC(=O)NC1CNc1c(F)cccc1F,1,7,0.3820091309564598,22.0,Sitagliptin MPO,38,smiles_ga,7,0.3535706328819001,moses,wc
O=C(NCCNC(=O)c1cccnc1)Nc1ccc(F)c(F)c1F,1,2,0.9994826411875692,81.0,Sitagliptin MPO,38,smiles_ga,8,0.35354386120887427,moses,wc
CCOC(=O)C1C(c2ccccc2)NC(=O)N(C)C1(O)C(F)(F)F,0,11,0.0,-1.0,Sitagliptin MPO,44,smiles_ga,9,0.3527832105008015,moses,wc
CC(=O)Nc1ccc(C#CCNS(=O)(=O)c2ccc(F)cc2)cc1,1,2,0.9999697210421488,49.0,Sitagliptin MPO,42,smiles_ga,10,0.35128591100751494,moses,wc
CC(=O)Nc1ccc(S(=O)(=O)NCC#Cc2ccc(F)cc2)cc1,1,2,0.9997512721804824,8.0,Sitagliptin MPO,42,smiles_ga,11,0.3512859110075148,moses,wc
N#CCCN(CCC#N)C(=O)CNc1cc(F)ccc1F,1,2,0.9966497555400836,5.0,Sitagliptin MPO,32,smiles_ga,12,0.34515083168903715,moses,wc
N#CCCN(CCC#N)C(=O)CNc1c(F)cccc1F,1,2,0.9938428193250636,4.0,Sitagliptin MPO,32,smiles_ga,13,0.34515083168903715,moses,wc
CC(=O)Nc1ccc(C#CCNS(=O)(=O)c2ccccc2F)cc1,1,3,0.9999258528664652,11.0,Sitagliptin MPO,40,smiles_ga,14,0.34429176282581575,moses,wc
CC(=O)Nc1ccc(S(=O)(=O)NCC#Cc2ccccc2F)cc1,1,4,0.9349938734290532,8.0,Sitagliptin MPO,40,smiles_ga,15,0.34429176282581553,moses,wc
Cc1ccc(F)cc1NCC(=O)N(CCC#N)CCC#N,1,2,0.9875570686780576,5.0,Sitagliptin MPO,32,smiles_ga,16,0.343245582476963,moses,wc
Cc1cc(F)ccc1NCC(=O)N(CCC#N)CCC#N,1,2,0.9979111791676588,5.0,Sitagliptin MPO,32,smiles_ga,17,0.343245582476963,moses,wc
Cc1c(F)cccc1NCC(=O)N(CCC#N)CCC#N,1,2,0.985214986866776,6.0,Sitagliptin MPO,32,smiles_ga,18,0.343245582476963,moses,wc
CN(Cc1ccco1)C(=O)CSc1nnnn1-c1ccccc1,1,2,0.9160115621927788,49.0,Sitagliptin MPO,35,smiles_ga,19,0.34319833581193465,moses,wc
CCNS(=O)(=O)c1ccc(C(=O)NCc2ccc(F)cc2)cc1,1,2,0.9936349489509056,74.0,Sitagliptin MPO,40,smiles_ga,20,0.3420200605877215,moses,wc
Cc1ccc(O)c(C(=O)NCCNC(=O)c2c(F)cccc2F)c1,1,1,0.9996424913406372,6.0,Sitagliptin MPO,40,smiles_ga,21,0.33793419911581996,moses,wc
CC(=O)NCc1ccc(S(=O)(=O)NCc2ccc(F)cc2)cc1,1,2,0.4969470412303636,6.0,Sitagliptin MPO,40,smiles_ga,22,0.337341372369968,moses,wc
CC(Nc1ncccc1C#N)C(=O)NCc1ccccc1,1,2,0.9880811548516492,4.0,Sitagliptin MPO,31,smiles_ga,23,0.3369224587225316,moses,wc
O=C(NCCNC(=O)c1cccnc1)Nc1cc(F)ccc1F,1,2,0.9560503970816114,45.0,Sitagliptin MPO,35,smiles_ga,24,0.33578608767204415,moses,wc
Cc1ccc(NCC(=O)N(CCC#N)CCC#N)c(F)c1,1,2,0.9972169155931,7.0,Sitagliptin MPO,34,smiles_ga,25,0.33448561642735836,moses,wc
Cc1ccc(F)c(OCC(=O)N(CCC#N)CCC#N)c1,1,2,0.9974216898739529,9.0,Sitagliptin MPO,34,smiles_ga,26,0.3339049167894864,moses,wc
O=C(NCCNC(=O)c1cccnc1)c1ccc(C(F)(F)F)cc1,1,2,0.9793536836276644,6.0,Sitagliptin MPO,40,smiles_ga,27,0.33327394764076446,moses,wc
CNS(=O)(=O)c1ccc(CNC(=O)c2cc(F)ccc2C)cc1,1,3,0.6602767989461384,26.0,Sitagliptin MPO,40,smiles_ga,28,0.33271575403661013,moses,wc
O=S(=O)(Cc1ccccc1)NCc1ccc(Cn2cncn2)cc1,1,5,0.9774090254320402,7.0,Sitagliptin MPO,38,smiles_ga,29,0.33158908832857514,moses,wc
CC(C)(C)NC(=O)CNS(=O)(=O)c1ccc(C(F)(F)F)cc1,1,1,0.9999986886978148,47.0,Sitagliptin MPO,43,smiles_ga,30,0.3310403136295847,moses,wc
N#Cc1ccc(C(=O)NCCNC(=O)c2c(F)cccc2F)cc1,1,1,0.9999948740005492,12.0,Sitagliptin MPO,39,smiles_ga,31,0.3288489283842069,moses,wc
N#CCCN(CCC#N)C(=O)CNc1ccc(F)c(F)c1F,1,2,0.9979236712720764,4.0,Sitagliptin MPO,35,smiles_ga,32,0.3275874493492709,moses,wc
COC(=O)C(c1cccc(C#N)c1)N1CCC(O)(C(F)(F)F)CC1,1,3,0.974819742942975,55.0,Sitagliptin MPO,44,smiles_ga,33,0.3275687375058793,moses,wc
O=c1[nH]nc(CNC(c2ccccc2)c2ccccc2)[nH]1,1,1,0.8471036553382874,25.0,Sitagliptin MPO,38,smiles_ga,34,0.32611942079778183,moses,wc
CCOC(=O)CN(C(=O)c1cnc(C)cn1)c1ccc(F)cc1,1,2,0.9955321093798376,4.0,Sitagliptin MPO,39,smiles_ga,35,0.3253224656151199,moses,wc
COc1ccc(N(Cc2ccccc2)C(=O)Cn2cnnn2)cc1,1,1,0.9415125846862792,67.0,Sitagliptin MPO,37,smiles_ga,36,0.3251596587994025,moses,wc
O=C(CSc1nnnn1-c1ccccc1)NCc1ccccc1,1,1,0.9999797344207764,49.0,Sitagliptin MPO,33,smiles_ga,37,0.3234952724885743,moses,wc
Cc1ccc(F)cc1C(=O)NCCNC(=O)c1ccccc1O,1,2,0.9935648947384408,22.0,Sitagliptin MPO,35,smiles_ga,38,0.3219787161345671,moses,wc
Cc1ccc(F)cc1C(=O)NCCNC(=O)c1ccc(O)cc1,1,1,0.9996511936187744,6.0,Sitagliptin MPO,37,smiles_ga,39,0.3219787161345671,moses,wc
Cc1ccc(S(=O)(=O)NCC(=O)Nc2ccc(F)cc2)cc1,1,1,0.9985938668251038,84.0,Sitagliptin MPO,39,smiles_ga,40,0.3215475160844831,moses,wc
NC(=O)CCN(c1ccccc1)S(=O)(=O)c1cccc(F)c1F,1,2,0.9842726510667889,100.0,Sitagliptin MPO,40,smiles_ga,41,0.3211020635947397,moses,wc
O=C(CSc1nnnn1-c1ccccc1)NCCc1ccccc1,1,1,0.9999197721481324,44.0,Sitagliptin MPO,34,smiles_ga,42,0.3207914180299251,moses,wc
O=S(=O)(CCn1nnnc1-c1ccccc1F)c1ccccc1,1,3,0.8582259180433186,20.0,Sitagliptin MPO,36,smiles_ga,43,0.32031569221546313,moses,wc
COc1ccc(CC(=O)OCc2nnnn2-c2ccccc2)cc1,1,3,0.35618275086990875,2.0,Sitagliptin MPO,36,smiles_ga,44,0.3199547609102077,moses,wc
OC(CNc1ccc(F)cc1)CSc1nnnn1-c1ccccc1,1,2,0.9792819533516948,4.0,Sitagliptin MPO,35,smiles_ga,45,0.31911452840380444,moses,wc
O=C(NCc1ccccc1Cn1cccn1)c1cccnc1O,1,2,0.9612436842377434,97.0,Sitagliptin MPO,32,smiles_ga,46,0.3189853586594845,moses,wc
N#Cc1cccnc1N1CCCN(c2ncccc2C#N)CC1,1,2,0.9763745349289366,4.0,Sitagliptin MPO,33,smiles_ga,47,0.3174458191303634,moses,wc
N#Cc1ccc(COC(=O)CNC(=O)Cc2cccc(F)c2)cc1,1,2,0.9999796153119576,18.0,Sitagliptin MPO,39,smiles_ga,48,0.3172916175550937,moses,wc
N#CCCN(CCC#N)C(=O)CNc1ccc(F)cc1,1,1,0.9982838034629822,24.0,Sitagliptin MPO,31,smiles_ga,49,0.3165281405350133,moses,wc
CCOC(=O)CN(C(=O)c1cnc(C)cn1)c1ccccc1F,1,3,0.9959392920346058,4.0,Sitagliptin MPO,37,smiles_ga,50,0.3163029152678279,moses,wc
CC(NS(=O)(=O)c1ccccc1)C(=O)Nc1ccc(F)cc1,1,3,0.9984596891318438,3.0,Sitagliptin MPO,39,smiles_ga,51,0.3159893177462119,moses,wc
