SMILES,property,source
CCCCCCCCCCCCC=CC(=O)c1c(C)cc(OC(=O)C(C)(C)F)cc1C,SA_logP_target,chembl/smiles_lstm
CCCCCCCCCCCCCCCCNc1ccc(C(=O)NS(=O)(=O)c2ccc(C)cc2)cc1,SA_logP_target,chembl/smiles_lstm
CCCCCOc1cccc(-c2ccc(-c3ccc(O)cc3Cl)c(C(=O)N(C)C)c2CCCC)c1,SA_logP_target,chembl/smiles_lstm
CCCCCCCCCCCCCCCCCOC(=O)c1c(F)cccc1F,SA_logP_target,chembl/smiles_lstm
O=C(c1ccccc1)N(Cc1ccccc1-c1ccc(CNCCc2ccccc2)cc1)C1CCN(Cc2ccccc2)CC1,SA_logP_target,chembl/smiles_lstm
CCCCCCCCCCCCOC(=O)c1ccc(-c2ccc([N+](=O)[O-])c(Cl)c2)cc1,SA_logP_target,chembl/smiles_lstm
CCCCCCCCCCCCCCCCCC(=O)c1n[nH]c2ccccc12,SA_logP_target,chembl/smiles_lstm
O=C(Nc1ccc(Oc2ccc(Cl)c(Cl)c2)cc1)N1Cc2ccccc2C12CCCCC2,SA_logP_target,chembl/smiles_lstm
CC(C)N(Cc1cccc(OCCCCCC(=O)O)c1)C(=O)c1ccc(-c2cccc(OCc3ccccc3)c2)cc1,SA_logP_target,chembl/smiles_lstm
O=C(Nc1ccc([N+](=O)[O-])cc1)N(Cc1ccc(-c2ccc(CNC3CCCC3)cc2)cc1)C1CCN(Cc2ccccc2)CC1,SA_logP_target,chembl/smiles_lstm
CCCCCCCCCCCCCCCCOc1ccc(C(=O)O)cc1Br,SA_logP_target,chembl/smiles_lstm
Cc1oc(-c2ccc(Cl)cc2)cc1-n1c(Br)c(Br)c(Br)c1Cn1ncc(Br)c(Cl)c1=O,SA_logP_target,chembl/smiles_lstm
CCCCCCCCCCCCCCOc1cc(O)cc(O)c1C(=O)Nc1ccc(CC)cc1,SA_logP_target,chembl/smiles_lstm
Cc1ccc2cc(-c3n[nH]c4ccc(NC(=O)Nc5ccc(Cl)c(C(F)(F)F)c5)cc34)ccc2c1,SA_logP_target,chembl/smiles_lstm
CCCCCCCCCCCCCCCC(=O)Nc1ccc(F)cc1Br,SA_logP_target,chembl/smiles_lstm
CCCCCCCCCCCCCCCCCC[N+]12CN(C)CCC(C(N)=O)(C1=O)S2(Br)C(=O)c1ccccc1,SA_logP_target,chembl/smiles_lstm
O=C(Nc1ccc2ccccc2c1)c1cccc(-c2cc(Cl)ccc2OCc2ccccc2)c1,SA_logP_target,chembl/smiles_lstm
CCCCCCCCCCC=CCCCCCc1cc(=O)c2c(OC)cccc2o1,SA_logP_target,chembl/smiles_lstm
CCCCCCCCC=CCCCCCCCc1cc(=O)c2ccc(OC)cc2o1,SA_logP_target,chembl/smiles_lstm
CCCCCCCCC=CCCCCCCCc1cc(=O)c2cc(OC)ccc2o1,SA_logP_target,chembl/smiles_lstm
CCCCCCC=CCCCCCCCCCc1cc(=O)c2ccc(OC)cc2o1,SA_logP_target,chembl/smiles_lstm
CCCCC=CCCCCCCCCCCCc1cc(=O)c2ccc(OC)cc2o1,SA_logP_target,chembl/smiles_lstm
c1ccc(Cc2ccccc2CNCCCCCCCNc2cccc(COc3ccccc3)c2)cc1,SA_logP_target,chembl/smiles_lstm
O=C(Nc1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1)Nc1cccc(Cl)c1Cl,SA_logP_target,chembl/smiles_lstm
O=C(Nc1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1)Nc1ccc(Cl)cc1Cl,SA_logP_target,chembl/smiles_lstm
O=C(Nc1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1)Nc1ccc(Cl)c(Cl)c1,SA_logP_target,chembl/smiles_lstm
N#Cc1c(-c2ccc(Cl)cc2)cc(-c2ccc(Cl)cc2)nc1Nc1ccc(Cl)cc1,SA_logP_target,chembl/smiles_lstm
O=C(Nc1ccc(C(F)(F)F)cc1)N(Cc1ccc(Br)cc1)Cc1ccc(Cl)cc1Cl,SA_logP_target,chembl/smiles_lstm
O=C(C=Cc1ccccc1)N(Cc1cccc(-c2cc(=O)c3ccccc3o2)c1)Cc1ccc(Cl)c(Cl)c1,SA_logP_target,chembl/smiles_lstm
c1ccc(-c2ccc(CCCCCCNc3ccc(CNC4CCCCC4)cc3)cc2)cc1,SA_logP_target,chembl/smiles_lstm
O=C(O)CCc1cc(Br)c(Oc2ccc(OCCCCBr)cc2Br)c(Br)c1Cl,SA_logP_target,chembl/smiles_lstm
Clc1ccc(C(CBr)COCc2cc(Cl)cc(Cl)c2-c2ccccc2)cc1,SA_logP_target,chembl/smiles_lstm
CCCCC(Sc1ccc(OCCCCCOc2ccc(C3NC4CCCCC43)cc2)cc1)C(=O)NC(=O)C(F)(F)C(F)(F)F,SA_logP_target,chembl/smiles_lstm
Oc1ccc(Oc2cccc(-c3c(Cc4ccccc4)cnc4c(C(F)(F)F)cccc34)c2)cc1,SA_logP_target,chembl/smiles_lstm
CC(C)c1ccc(-c2cc(NC(=O)C(Cl)Cl)cc(-c3ccc(C(C)C)cc3)c2)cc1,SA_logP_target,chembl/smiles_lstm
CC(C)(C)c1ccc(-c2cc(NC=O)cc(Nc3ccc4c(C=Cc5ccccc5)n[nH]c4c3)c2)cc1,SA_logP_target,chembl/smiles_lstm
O=C(C(=Cc1ccc(Br)cc1)Sc1ccccc1Br)c1ccccc1Br,SA_logP_target,chembl/smiles_lstm
O=C(C(=Cc1ccc(Br)cc1)Sc1ccccc1Br)c1ccc(Br)cc1,SA_logP_target,chembl/smiles_lstm
O=C(C(=Cc1ccc(Br)cc1)Sc1ccc(Br)cc1)c1ccc(Br)cc1,SA_logP_target,chembl/smiles_lstm
CCCCC(=C(c1ccccc1)c1ccc(NC(=O)C(F)(F)F)cc1)c1ccc(Cl)cc1,SA_logP_target,chembl/smiles_lstm
c1ccc2nc(-c3ccc(OCCCCCNc4c5c(nc6ccccc46)CCCC5)cc3)ccc2c1,SA_logP_target,chembl/smiles_lstm
CCCCC=CCOc1ccc2ccc(OCCCCCCOc3ccc(C(=O)O)c(C)c3)cc2c1,SA_logP_target,chembl/smiles_lstm
CCCOc1ccc2ccccc2c1CNCCCCCCNCc1c(OCCC)ccc2ccccc12,SA_logP_target,chembl/smiles_lstm
CCCOc1ccc(CNCCCCCCNCc2ccc(OCCC)c3ccccc23)c2ccccc12,SA_logP_target,chembl/smiles_lstm
CCCCCCCCNC(=O)c1cc(-c2ccc(Cl)cc2)oc1-c1ccc(Cl)cc1,SA_logP_target,chembl/smiles_lstm
CC(C)(C)COc1ccc(S(=O)(=O)Nc2ccc(Nc3c4ccccc4nc4ccc(Cl)cc34)cc2)cc1,SA_logP_target,chembl/smiles_lstm
Cc1cc2sc(-c3ccc(NC(=O)c4cc(Br)ccc4Br)cc3C)nc2cc1Cl,SA_logP_target,chembl/smiles_lstm
FC(F)(F)CCCn1c(Br)nc(-c2ccccc2)c1-c1ccc(-c2ccccc2)cc1,SA_logP_target,chembl/smiles_lstm
O=C(Nc1ccc(-c2nc3ccc(NC(=O)c4ccc(O)c(F)c4)cc3s2)cc1)Nc1ccc(Cl)c(Cl)c1,SA_logP_target,chembl/smiles_lstm
Fc1ccc(CCCCCCCCCN(Cc2ccncc2)Cc2ccc(Cl)cc2)c(F)c1,SA_logP_target,chembl/smiles_lstm
CCSCCCCCCCCCCCCCCCCNc1ccc(C(=O)O)cc1,SA_logP_target,chembl/smiles_lstm
CCCCCCCCCSCCCCCCCCCNc1ccc(C(=O)O)cc1,SA_logP_target,chembl/smiles_lstm
CC(C)(C)c1cc2c(-c3ccc(F)cc3)cc(-c3cccnc3)nc2cc1OC(=O)Nc1ccccc1,SA_logP_target,chembl/smiles_lstm
COc1ccccc1NC(=O)CN1CCN(c2cc3c(cc2N)c(=O)c(=O)n(Cc2ccco2)c(=O)n3C)CC1,SA_osimertinib,chembl/smiles_lstm
COc1ccccc1NC(=O)COC(=O)Cn1c(=O)n(CCN2CCN(c3ccnc(N)n3)CC2)c(=O)c2ccccc21,SA_osimertinib,chembl/smiles_lstm
COc1cccc(NC(=O)Cn2c(=O)n(CC(=O)NCCN3CCN(c4ccncc4)CC3)c(=O)c3ccccc32)c1N,SA_osimertinib,chembl/smiles_lstm
COc1cccc(NC(=O)Cn2c(=O)n(CC(=O)NCCN3CCN(c4cccnc4)CC3)c(=O)c3ccccc32)c1N,SA_osimertinib,chembl/smiles_lstm
COc1cc(N)ccc1NC(=O)Cn1c(=O)n(CC(=O)NCCN2CCN(c3ccncc3)CC2)c(=O)c2ccccc21,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)Cn2c(=O)n(CCN3CCN(c4ncncn4)CC3)c(=O)c3ccccc32)c(OC)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccc(OC)c(NC(=O)Cn2c(=O)n(CC(=O)NCCN3CCN(c4ccncc4)CC3)c(=O)c3ccccc32)c1N,SA_osimertinib,chembl/smiles_lstm
COc1ccc(OC)c(NC(=O)Cn2c(=O)n(CC(=O)NCCN3CCN(c4cccnc4)CC3)c(=O)c3ccccc32)c1N,SA_osimertinib,chembl/smiles_lstm
COc1ccccc1NC(=O)Cn1c(=O)c2cc(C(=O)NCCN3CCN(c4ccncc4)CC3)c(N)cc2n(C)c1=O,SA_osimertinib,chembl/smiles_lstm
COc1ccccc1NC(=O)Cn1c(=O)c2cc(C(=O)NCCN3CCN(c4cccnc4)CC3)c(N)cc2n(C)c1=O,SA_osimertinib,chembl/smiles_lstm
COc1ccc(S(N)(=O)=O)cc1NC(=O)Cn1c(=O)n(CCN2CCN(c3ccncc3)CC2)c(=O)c2ccccc21,SA_osimertinib,chembl/smiles_lstm
COc1ccc(S(N)(=O)=O)cc1NC(=O)Cn1c(=O)n(CCN2CCN(c3cccnc3)CC2)c(=O)c2ccccc21,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)CN(C)C)c(NC(=O)Cn2c(=O)n(CCN(C)c3ccncn3)c(=O)c3ccccc32)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccccc1NC(=O)Cn1c(=O)oc2cc(S(=O)(=O)NCCN3CCN(c4ncccn4)CC3)ccc21,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)Cn2c(=O)n(CC(=O)NCCN3CCN(c4cncnc4)CC3)c(=O)c3ccccc32)c(OC)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)Cn2c(=O)n(CC(=O)NCCN3CCN(c4ccncn4)CC3)c(=O)c3ccccc32)c(OC)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)CNC(=O)Cn2c(=O)n(CCN3CCN(c4ccncn4)CC3)c(=O)c3ccccc32)c(OC)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccccc1NC(=O)Cn1c(=O)c2ccc(N)cc2n(CC(=O)NCCN2CCN(c3ccncc3)CC2)c1=O,SA_osimertinib,chembl/smiles_lstm
COc1ccccc1NC(=O)Cn1c(=O)c2ccc(C(=O)NCCN3CCN(c4ncccn4)CC3)cc2n(C)c1=O,SA_osimertinib,chembl/smiles_lstm
COc1ccccc1NC(=O)Cn1c(=O)c2cc(C(=O)NCCN3CCN(c4cncnc4)CC3)ccc2n(C)c1=O,SA_osimertinib,chembl/smiles_lstm
COc1ccccc1NC(=O)Cn1c(=O)c2ccc(NCCNC(=O)CN3CCN(c4cccnc4)CC3)cc2n(C)c1=O,SA_osimertinib,chembl/smiles_lstm
COc1cccc(NC(=O)Cn2c(=O)n(CC(=O)NCCCN3CCN(c4cccnc4)CC3)c(=O)c3ccccc32)c1N,SA_osimertinib,chembl/smiles_lstm
COc1ccncc1NC(=O)Cn1c(=O)n(CC(=O)NCCN2CCN(c3ccncc3)CC2)c(=O)c2ccccc21,SA_osimertinib,chembl/smiles_lstm
COc1ccccc1NC(=O)Cn1c(=O)c2ccccc2n(CC(=O)NCCN2CCN(c3cncnc3)CC2)c1=O,SA_osimertinib,chembl/smiles_lstm
COc1ccccc1NC(=O)CNC(=O)Cn1c(=O)n(CCN2CCN(c3ncccn3)CC2)c(=O)c2ccccc21,SA_osimertinib,chembl/smiles_lstm
COc1ccccc1NC(=O)CN(C)CC(=O)Cn1c(=O)n(CC(=O)NCc2ccnc(N)n2)c(=O)c2ccccc21,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)Cn2c(=O)n(CC(=O)NCCN3CCN(c4ccncc4)CC3)c(=O)c3ccccc32)c(OC)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)Cn2c(=O)n(CC(=O)NCCN3CCN(c4cccnc4)CC3)c(=O)c3ccccc32)c(OC)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)Cn2c(=O)c3ccccc3n(CC(=O)NCCN3CCN(c4ccncc4)CC3)c2=O)c(OC)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)CNC(=O)Cn2c(=O)n(CCN3CCN(c4cccnc4)CC3)c(=O)c3ccccc32)c(OC)c1,SA_osimertinib,chembl/smiles_lstm
COc1cc(N2CCN(C)CC2)ccc1NC(=O)Cn1c(=O)cnc2ccccc2c1=O,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)Cn2c(=O)c(=O)n(CC(=O)NCCN3CCN(c4ncccn4)CC3)c(=O)c3ccccc32)c(OC)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)CN(C)CC(=O)Cn2c(=O)n(CCN3CCN(c4cnccn4)CC3)c(=O)c3ccccc32)c(OC)c1,SA_osimertinib,chembl/smiles_lstm
COc1cccc(NC(=O)Cn2c(=O)c(=O)n(CC(=O)NCCN3CCN(c4ccncc4)CC3)c(=O)c3ccccc32)c1N,SA_osimertinib,chembl/smiles_lstm
COc1cccc(NC(=O)Cn2c(=O)c(=O)n(CC(=O)NCCN3CCN(c4cccnc4)CC3)c(=O)c3ccccc32)c1N,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)CN(C)C)cc1NC(=O)Cn1c(=O)n(CCN2CCN(c3ccncn3)CC2)c(=O)c2ccccc21,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)CN(C)CC(=O)n2c(=O)n(CC(=O)NCc3ccncc3)c(=O)c3ccccc32)c(OC)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)CN(C)CC(=O)n2c(=O)n(CC(=O)NCc3cccnc3)c(=O)c3ccccc32)c(OC)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)Cn2c(=O)n(CC(=O)NCCN(C)C)c(=O)c3ccccc32)c(OC)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)Cn2c(=O)c3ccccc3n(CC(=O)NCCN(C)C)c2=O)c(OC)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)CNC(=O)Cn2c(=O)n(CCN(C)C)c(=O)c3ccccc32)c(OC)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccccc1N1CCN(CCNS(=O)(=O)c2ccc3c(c2)c(=O)n(CC(=O)Nc2cccnc2)c(=O)n3C)C1,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)CN(C)CC(=O)Cn2nc(N)c3cnc(Nc4cccc(S(N)(=O)=O)c4)nc3c2=O)c(OC)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)CN(C)CC(=O)Cn2c(=O)c(=O)n(Cc3ccncc3)c(=O)c3ccccc32)c(OC)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)CN(C)CC(=O)Cn2c(=O)c(=O)n(Cc3cccnc3)c(=O)c3ccccc32)c(OC)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)CN(C)C)c(N(C)C)c1NC(=O)Cn1c(=O)n(CC(=O)NCc2ccncc2)c(=O)c2ccccc21,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)Cn2c(=O)n(CC(=O)CNCCN3CCN(c4ccncc4)CC3)c(=O)c3ccccc32)c(OC)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccccc1NC(=O)CNC(=O)Cn1c(=O)n(CCN2CCN(c3ccncc3)CC2)c(=O)c2ccccc21,SA_osimertinib,chembl/smiles_lstm
COc1ccccc1NC(=O)CNC(=O)Cn1c(=O)n(CCN2CCN(c3cccnc3)CC2)c(=O)c2ccccc21,SA_osimertinib,chembl/smiles_lstm
COc1ccccc1NC(=O)Cn1c(=O)n(CC(=O)NCCN2CCN(c3ccncc3)CC2)c(=O)c2ccccc21,SA_osimertinib,chembl/smiles_lstm
COc1ccccc1NC(=O)Cn1c(=O)c2ccccc2n(CC(=O)NCCN2CCN(c3ccncc3)CC2)c1=O,SA_osimertinib,chembl/smiles_lstm
COc1ccccc1NC(=O)Cn1c(=O)c2ccccc2n(CC(=O)NCCN2CCN(c3cccnc3)CC2)c1=O,SA_osimertinib,chembl/smiles_lstm
COc1cccc(N2CCN(CCNC(=O)Cn3c(=O)n(CC(=O)Nc4ccncc4)c(=O)c4ccccc43)CC2)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)CN(C)CC(=O)n2c(=O)c3ccccc3n(C)c2=O)c(OC)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccncc1NC(=O)Cn1c(=O)n(CC(=O)NCCN2CCN(c3cccnc3OC)CC2)c(=O)c2ccccc21,SA_osimertinib,chembl/smiles_lstm
COc1ccc(OC)c(NC(=O)Cn2c(=O)n(CC(=O)NCCN3CCN(c4ccncn4)CC3)c(=O)c3ccccc32)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccc(OC)c(NC(=O)CNC(=O)Cn2c(=O)n(CCN3CCN(c4ccncn4)CC3)c(=O)c3ccccc32)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccccc1NC(=O)CN(C)C(=O)Cn1c(=O)n(CCN2CCN(c3cncnc3)CC2)c(=O)c2ccccc21,SA_osimertinib,chembl/smiles_lstm
COc1cccc(NC(=O)Cn2c(=O)n(CC(=O)NCCN3CCN(c4ccccn4)CC3)c(=O)c3ccccc32)c1N,SA_osimertinib,chembl/smiles_lstm
COc1cc(NC(=O)CN(C)C)cc(NC(=O)Cn2c(=O)n(CC(=O)NCc3ccncc3)c(=O)c3ccccc32)c1OC,SA_osimertinib,chembl/smiles_lstm
COc1cc(NC(=O)CN(C)C)cc(NC(=O)Cn2c(=O)n(CC(=O)NCc3cccnc3)c(=O)c3ccccc32)c1OC,SA_osimertinib,chembl/smiles_lstm
COc1cc(NC(=O)CN(C)C)c(NC(=O)Cn2c(=O)n(CC(=O)NCc3cccnc3)c(=O)c3ccccc32)c(OC)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)CN(C)CC(=O)Cn2c(=O)n(CC(=O)Nc3cccnc3N)c(=O)c3ccccc32)c(OC)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)CN(C)CC(=O)n2c(=O)n(CC(=O)Nc3cccnc3N)c(=O)c3ccccc32)c(OC)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)COC(=O)CN(C)Cn2c(=O)cnc3ccccc3c2=O)c(OC)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccccc1NC(=O)Cn1c(=O)c2ccc(NC(=O)CNCCN3CCN(c4ccncc4)CC3)cc2n(C)c1=O,SA_osimertinib,chembl/smiles_lstm
COc1ccc(OC)c(NC(=O)Cn2c(=O)c(=O)n(CC(=O)NCCN3CCN(c4ccncc4)CC3)c(=O)c3ccccc32)c1N,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)Cn2c(=O)c(=O)c(=O)n(CC(=O)NCCN3CCN(c4ccncc4)CC3)c(=O)c3ccccc32)cc1N,SA_osimertinib,chembl/smiles_lstm
COc1cc(NC(=O)Cn2c(=O)c(=O)n(CC(=O)NCCN3CCN(c4ccncc4)CC3)c(=O)c3ccccc32)cc(N)c1OC,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)CN(C)CC(=O)Cn2c(=O)cnc3ccccc3c2=O)c(OC)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)CN(C)CC(=O)n2c(=O)cnc3ccccc3c2=O)c(OC)c1,SA_osimertinib,chembl/smiles_lstm
COc1ccc(NC(=O)CN(C)CC(=O)Cn2c(=O)cnc3ccccc3c2=O)cc1N,SA_osimertinib,chembl/smiles_lstm
COc1ccccc1NC(=O)COn1c(=O)c2ccccc2n(CC(=O)NCCN2CCN(c3ccncc3)CC2)c1=O,SA_osimertinib,chembl/smiles_lstm
COc1ccccc1NC(=O)CNCC(=O)Cn1c(=O)n(CCN2CCN(c3cnccn3)CC2)c(=O)c2ccccc21,SA_osimertinib,chembl/smiles_lstm
